,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Cellular_Component_2021,nucleus (GO:0005634),41/4484,0.00014545818935641182,0.0115976792482009,0,0,2.160190698340597,19.086628179839128,BEX4;DDX3Y;BEX2;SETD2;BEX1;DDX3X;MAGED1;FMR1;FHL1;UBP1;XIAP;RORA;GATA1;PHF6;SENP6;RASSF1;HMGN5;PRDX4;PCBP4;TMSB4X;PCLAF;RBBP7;TCEAL9;NKTR;SMARCC1;PDHA1;ANXA2;RYK;ATRX;UPF3B;MSN;CDC25A;HCFC1;STAG1;SLTM;CTNNB1;QRICH1;BCOR;PPIB;FGF13;OGT,Cellular_Component
1,GO_Cellular_Component_2021,filopodium (GO:0030175),4/58,0.00026305939114675583,0.0115976792482009,0,0,14.26752966558792,117.6091122194568,FMR1;TWF2;MSN;FGF13,Cellular_Component
2,GO_Cellular_Component_2021,ribose phosphate diphosphokinase complex (GO:0002189),2/5,0.000280589014069377,0.0115976792482009,0,0,126.28571428571428,1032.8428108124656,PRPS2;PRPS1,Cellular_Component
3,GO_Cellular_Component_2021,actin filament (GO:0005884),4/72,0.0006023398557133132,0.0186725355271127,0,0,11.32210165619646,83.94985952267402,TWF2;PLS3;ARHGAP6;AMOT,Cellular_Component
4,GO_Cellular_Component_2021,intracellular membrane-bounded organelle (GO:0043231),43/5192,0.0008847254810328344,0.0205857696403738,0,0,1.9238929889298888,13.525416271673066,BEX4;DDX3Y;BEX2;SETD2;BEX1;DDX3X;MAGED1;FMR1;FHL1;UBP1;XIAP;RORA;GATA1;PHF6;SENP6;RASSF1;HMGN5;PRDX4;PCBP4;TMSB4X;PCLAF;RBBP7;TCEAL9;NKTR;SMARCC1;PDHA1;ANXA2;RYK;VBP1;ATRX;UPF3B;MSN;CDC25A;HCFC1;STAG1;SLTM;GLB1;CTNNB1;QRICH1;BCOR;PPIB;FGF13;OGT,Cellular_Component
5,GO_Cellular_Component_2021,"transferase complex, transferring phosphorus-containing groups (GO:0061695)",2/9,0.0009960856277600272,0.0205857696403738,0,0,54.11156462585034,374.00167464672495,PRPS2;PRPS1,Cellular_Component
6,GO_Cellular_Component_2021,polymeric cytoskeletal fiber (GO:0099513),6/256,0.0025530170283206,0.0440976882045836,0,0,4.667643564356435,27.868070078091375,BEX4;TWF2;PLS3;FGF13;ARHGAP6;AMOT,Cellular_Component
7,GO_Cellular_Component_2021,germ plasm (GO:0060293),2/15,0.0028450121422312,0.0440976882045836,0,0,29.128205128205128,170.75501291816587,DDX3Y;DDX3X,Cellular_Component
8,GO_Cellular_Component_2021,P granule (GO:0043186),2/19,0.0045691599315144,0.0629528701675326,0,0,22.27002801120448,120.00039602769928,DDX3Y;DDX3X,Cellular_Component
9,GO_Cellular_Component_2021,lipid droplet (GO:0005811),3/77,0.0081753747197978,0.1013746465254929,0,0,7.725701663201663,37.13457954258208,BCAP31;ANXA2;RBP1,Cellular_Component
10,GO_Cellular_Component_2021,actin-based cell projection (GO:0098858),3/83,0.0100349755757688,0.1131215428541219,0,0,7.144110576923077,32.87490169117607,TWF2;MSN;FGF13,Cellular_Component
11,GO_Cellular_Component_2021,polysomal ribosome (GO:0042788),2/30,0.0111874132699015,0.1156032704556497,0,0,13.513605442176871,60.71616908400605,FMR1;RPL39,Cellular_Component
12,GO_Cellular_Component_2021,ficolin-1-rich granule (GO:0101002),4/184,0.0171806335025069,0.1638768118700658,0,0,4.253074433656958,17.28437749072223,PRDX4;DDX3X;GLB1;ATP6AP2,Cellular_Component
13,GO_Cellular_Component_2021,intracellular non-membrane-bounded organelle (GO:0043232),12/1158,0.0209051045389508,0.1759061388343578,0,0,2.0663543675943785,7.992166722814699,BCAP31;STAG1;RPS6KA6;SETD2;PDHA1;ANXA2;MORF4L2;FMR1;RBP1;UPF3B;MSN;PHF6,Cellular_Component
14,GO_Cellular_Component_2021,Lewy body (GO:0097413),1/5,0.0264677460982748,0.1759061388343578,0,0,46.908018867924525,170.36187584680837,GPX1,Cellular_Component
15,GO_Cellular_Component_2021,apicolateral plasma membrane (GO:0016327),1/5,0.0264677460982748,0.1759061388343578,0,0,46.908018867924525,170.36187584680837,NEDD4,Cellular_Component
16,GO_Cellular_Component_2021,Cul4B-RING E3 ubiquitin ligase complex (GO:0031465),1/5,0.0264677460982748,0.1759061388343578,0,0,46.908018867924525,170.36187584680837,CUL4B,Cellular_Component
17,GO_Cellular_Component_2021,Sec61 translocon complex (GO:0005784),1/5,0.0264677460982748,0.1759061388343578,0,0,46.908018867924525,170.36187584680837,SSR4,Cellular_Component
18,GO_Cellular_Component_2021,secretory granule lumen (GO:0034774),5/316,0.0274914428865819,0.1759061388343578,0,0,3.086501481621588,11.092517458677571,PRDX4;DDX3X;ANXA2;GLB1;TMSB4X,Cellular_Component
19,GO_Cellular_Component_2021,ficolin-1-rich granule lumen (GO:1904813),3/123,0.0283719578765093,0.1759061388343578,0,0,4.753125,16.932313952874736,PRDX4;DDX3X;GLB1,Cellular_Component
20,GO_Cellular_Component_2021,chromocenter (GO:0010369),1/6,0.0316774286006728,0.1870476736420679,0,0,37.52452830188679,129.54033352045758,FMR1,Cellular_Component
21,GO_Cellular_Component_2021,activin receptor complex (GO:0048179),1/7,0.0368594932260918,0.2077535072743358,0,0,31.2688679245283,103.20734112335164,ACVR2B,Cellular_Component
22,GO_Cellular_Component_2021,ESC/E(Z) complex (GO:0035098),1/8,0.0420140846464806,0.225052543958603,0,0,26.80053908355795,84.9510186277944,RBBP7,Cellular_Component
23,GO_Cellular_Component_2021,ribosome (GO:0005840),2/62,0.0435585568952134,0.225052543958603,0,0,6.296190476190477,19.730051685841488,FMR1;RPL39,Cellular_Component
