,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Biological_Process_2021,sterol import (GO:0035376),2/6,3.250333722969562e-05,0.0082558476563426,0,0,356.5357142857143,3684.499894523836,APOA1;LDLR,Biological_Process
1,GO_Biological_Process_2021,cholesterol import (GO:0070508),2/6,3.250333722969562e-05,0.0082558476563426,0,0,356.5357142857143,3684.499894523836,APOA1;LDLR,Biological_Process
2,GO_Biological_Process_2021,negative regulation of cellular component organization (GO:0051129),3/80,0.00023144792544811684,0.0391918487092144,0,0,28.705627705627705,240.2992776641392,HSPA8;MTMR2;APOA1,Biological_Process
3,GO_Biological_Process_2021,positive regulation of triglyceride metabolic process (GO:0090208),2/19,0.0003660779772984416,0.045591211087957,0,0,83.83613445378151,663.3671793000248,APOA1;LDLR,Biological_Process
4,GO_Biological_Process_2021,sterol transport (GO:0015918),2/21,0.0004487323925980029,0.045591211087957,0,0,75.00375939849624,578.2102706794014,APOA1;LDLR,Biological_Process
5,GO_Biological_Process_2021,regulation of heterotypic cell-cell adhesion (GO:0034114),2/25,0.0006386616282018391,0.0540733511877557,0,0,61.9472049689441,455.6920507677008,APOA1;THY1,Biological_Process
6,GO_Biological_Process_2021,beta-catenin-TCF complex assembly (GO:1904837),2/29,0.0008611074752315914,0.0624917996310926,0,0,52.75925925925926,372.337457949904,TLE3;SMARCA4,Biological_Process
7,GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),2/31,0.0009844083630700538,0.0625099310549484,0,0,49.11576354679803,340.05150286391984,THY1;ETS1,Biological_Process
8,GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),2/34,0.0011843277749014,0.0637507581410649,0,0,44.504464285714285,299.8968904507324,ETS1;SMARCA4,Biological_Process
9,GO_Biological_Process_2021,positive regulation of lipid biosynthetic process (GO:0046889),2/35,0.0012549361838792,0.0637507581410649,0,0,43.15367965367965,288.29551709674206,APOA1;LDLR,Biological_Process
10,GO_Biological_Process_2021,positive regulation of hydrolase activity (GO:0051345),3/149,0.0014195460346008,0.0655572168706594,0,0,15.08675799086758,98.93018071055803,APOA1;PIN1;THY1,Biological_Process
11,GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),2/45,0.0020687005204849,0.0875749887005283,0,0,33.10132890365448,204.59384020901297,ETS1;SMARCA4,Biological_Process
12,GO_Biological_Process_2021,cholesterol transport (GO:0030301),2/51,0.0026494069247459,0.0877100711350456,0,0,29.03935860058309,172.30269560126317,APOA1;LDLR,Biological_Process
13,GO_Biological_Process_2021,negative regulation of protein metabolic process (GO:0051248),2/52,0.0027528219402575,0.0877100711350456,0,0,28.457142857142856,167.75852052625558,PIN1;LDLR,Biological_Process
14,GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255),3/200,0.0032779948419926,0.0877100711350456,0,0,11.152284263959393,63.79690278522437,MTMR2;PIN1;LDLR,Biological_Process
15,GO_Biological_Process_2021,negative regulation of neuron projection development (GO:0010977),2/58,0.0034125952701803,0.0877100711350456,0,0,25.400510204081638,144.28206600498726,PTPN9;THY1,Biological_Process
16,GO_Biological_Process_2021,phospholipid transport (GO:0015914),2/59,0.0035290537376922,0.0877100711350456,0,0,24.953634085213032,140.90632208004251,APOA1;LDLR,Biological_Process
17,GO_Biological_Process_2021,negative regulation of response to stimulus (GO:0048585),2/61,0.0037674899954355,0.0877100711350456,0,0,24.10532687651332,134.54017656173255,APOA1;THY1,Biological_Process
18,GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),2/71,0.0050686591838283,0.0877100711350456,0,0,20.60144927536232,108.87204547205992,APOA1;LDLR,Biological_Process
19,GO_Biological_Process_2021,negative regulation of supramolecular fiber organization (GO:1902904),2/72,0.0052086393816279,0.0877100711350456,0,0,20.306122448979597,106.75815162079977,HSPA8;LDLR,Biological_Process
20,GO_Biological_Process_2021,sterol homeostasis (GO:0055092),2/72,0.0052086393816279,0.0877100711350456,0,0,20.306122448979597,106.75815162079977,APOA1;LDLR,Biological_Process
21,GO_Biological_Process_2021,integrin-mediated signaling pathway (GO:0007229),2/75,0.0056391916203922,0.0877100711350456,0,0,19.46868884540117,100.8091541783213,APOA1;THY1,Biological_Process
22,GO_Biological_Process_2021,regulation of cellular response to heat (GO:1900034),2/79,0.0062378258777614,0.0877100711350456,0,0,18.45361781076067,93.69129801882784,HSPA8;CHORDC1,Biological_Process
23,GO_Biological_Process_2021,negative regulation of cellular amide metabolic process (GO:0034249),2/86,0.007352053041878,0.0877100711350456,0,0,16.90986394557823,83.07436833271562,DDX6;PIN1,Biological_Process
24,GO_Biological_Process_2021,regulation of receptor catabolic process (GO:2000644),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,MTMR2,Biological_Process
25,GO_Biological_Process_2021,regulation of astrocyte activation (GO:0061888),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,LDLR,Biological_Process
26,GO_Biological_Process_2021,positive regulation of protein catabolic process in the vacuole (GO:1904352),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,LDLR,Biological_Process
27,GO_Biological_Process_2021,regulation of intestinal lipid absorption (GO:1904729),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,APOA1,Biological_Process
28,GO_Biological_Process_2021,regulation of phosphatidylinositol dephosphorylation (GO:0060304),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,MTMR2,Biological_Process
29,GO_Biological_Process_2021,regulation of protein import (GO:1904589),1/5,0.0074781928285412,0.0877100711350456,0,0,172.1206896551724,842.6622961465415,HSPA8,Biological_Process
