,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Cellular_Component_2021,bleb (GO:0032059),3/5,2.428039586686539e-07,2.500880774287135e-05,0,0,534.0803571428571,8134.584047497872,PANX1;ANLN;TPM1,Cellular_Component
1,GO_Cellular_Component_2021,actin-based cell projection (GO:0098858),4/83,0.0001054787224252344,0.0043724924693983,0,0,18.284925201380897,167.4350839960045,ITGB1;TUBB3;DAG1;JAM3,Cellular_Component
2,GO_Cellular_Component_2021,postsynaptic recycling endosome (GO:0098837),2/6,0.00012735414959412687,0.0043724924693983,0,0,174.8859649122807,1568.471557151653,RAB4A;RAB11A,Cellular_Component
3,GO_Cellular_Component_2021,filopodium (GO:0030175),3/58,0.000670463373852986,0.0172644318767143,0,0,19.36948051948052,141.54328237819456,ITGB1;TUBB3;DAG1,Cellular_Component
4,GO_Cellular_Component_2021,focal adhesion (GO:0005925),6/387,0.0009580655838644436,0.0180386751118526,0,0,5.811915020056455,40.39626354525515,ITGB1;NRP1;MAP2K1;RPLP1;DAG1;KIF23,Cellular_Component
5,GO_Cellular_Component_2021,cell-substrate junction (GO:0030055),6/394,0.0010507966084574,0.0180386751118526,0,0,5.705018478895156,39.12619611383707,ITGB1;NRP1;MAP2K1;RPLP1;DAG1;KIF23,Cellular_Component
6,GO_Cellular_Component_2021,axon (GO:0030424),4/204,0.0030867643133901,0.045419532039884,0,0,7.178545454545454,41.49652873876974,NRP1;TUBB3;BSN;RAB11A,Cellular_Component
7,GO_Cellular_Component_2021,sarcolemma (GO:0042383),2/52,0.0103201087179194,0.1171398042194612,0,0,13.95859649122807,63.841888167545946,ITGB1;DAG1,Cellular_Component
8,GO_Cellular_Component_2021,cortical cytoskeleton (GO:0030863),2/58,0.0127206966303195,0.1171398042194612,0,0,12.459273182957393,54.3788087410781,EEF1A1;BSN,Cellular_Component
9,GO_Cellular_Component_2021,cytoplasmic side of lysosomal membrane (GO:0098574),1/5,0.0146645613684728,0.1171398042194612,0,0,85.9353448275862,362.8466529663449,EEF1A1,Cellular_Component
10,GO_Cellular_Component_2021,sorting endosome (GO:0097443),1/5,0.0146645613684728,0.1171398042194612,0,0,85.9353448275862,362.8466529663449,NRP1,Cellular_Component
11,GO_Cellular_Component_2021,collagen type IV trimer (GO:0005587),1/6,0.0175720139945569,0.1171398042194612,0,0,68.7448275862069,277.8286292162732,COL4A2,Cellular_Component
12,GO_Cellular_Component_2021,Cul5-RING ubiquitin ligase complex (GO:0031466),1/6,0.0175720139945569,0.1171398042194612,0,0,68.7448275862069,277.8286292162732,CUL5,Cellular_Component
13,GO_Cellular_Component_2021,dystroglycan complex (GO:0016011),1/6,0.0175720139945569,0.1171398042194612,0,0,68.7448275862069,277.8286292162732,DAG1,Cellular_Component
14,GO_Cellular_Component_2021,glutamatergic synapse (GO:0098978),2/69,0.0176845368120344,0.1171398042194612,0,0,10.407960199004975,41.996792253414135,BSN;RAB11A,Cellular_Component
15,GO_Cellular_Component_2021,vesicle membrane (GO:0012506),2/73,0.0196622634581574,0.1171398042194612,0,0,9.819619471213244,38.58181556219584,RAB4A;RAB11A,Cellular_Component
16,GO_Cellular_Component_2021,cytoskeleton of presynaptic active zone (GO:0048788),1/7,0.0204710337470903,0.1171398042194612,0,0,57.28448275862069,222.7647103884159,BSN,Cellular_Component
17,GO_Cellular_Component_2021,kinetochore microtubule (GO:0005828),1/7,0.0204710337470903,0.1171398042194612,0,0,57.28448275862069,222.7647103884159,RAB11A,Cellular_Component
