,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Molecular_Function_2021,RNA binding (GO:0003723),170/1406,3.8866587642249322e-31,2.5341015142746557e-28,0,0,3.1666290358997515,221.7355604049528,EIF4A2;EIF4A1;TCERG1;TFRC;EIF4A3;HDLBP;NUCKS1;ADARB1;NUDT4;IPO5;YY1;PNN;RPL36;TRIM25;RPL38;SNRPD3;RPL37;KPNA2;SLC16A3;RPS12;DDX17;SRRM2;RBFOX2;MBNL2;SCAF11;ACTN1;RC3H1;PRPF4B;DICER1;CSNK1E;GTPBP4;DDX39B;PSPC1;PNLDC1;NCL;SRSF2;SRSF3;TFAM;ERH;MATR3;SRSF5;SNRPF;SREK1;DNA2;PFN1;EZR;SRSF7;PPIA;KPNB1;DDX5;DHX9;ZCCHC9;MRPL12;SAMSN1;PRPF8;GIGYF2;RTN4;HSP90B1;MTDH;ZFP36L1;RRP7A;STIP1;FXR2;PDCD11;G3BP1;TPR;DNAJC21;UTP20;ZC3H13;SPTBN1;RPL41;CCDC137;PNO1;PRRC2C;PA2G4;LARP4;TDRD3;PRRC2A;RPS26;DIAPH1;RPS28;LIN28B;SON;HNRNPK;AGO2;UBE2N;UBE2O;GRB2;CDK13;DCP1A;DZIP3;EIF4G1;YWHAE;RBM27;TOP2A;RBM25;HSP90AB1;RBM26;DDX46;CELF2;PRR3;CCDC47;PINX1;GDI2;CELF4;DDX42;BRCA1;WDR43;PTBP1;CSRP1;MYO18A;DHX16;LRRFIP1;LBR;HSP90AA1;PARP1;ZFR;URB1;UTP18;YWHAZ;NME1;HNRNPH1;C1D;CANX;RPL37A;MYH9;LUC7L3;PABPC1;HNRNPH3;RBMS2;RBM22;FYTTD1;HDAC2;NUFIP2;ROCK2;POLDIP3;NOL7;DDX21;SLC3A2;HSPD1;BCLAF1;POLR2D;IGF2BP1;CTNNA1;FLNB;POLR2G;IGF2BP2;RPL15;RPS2;ASCC3;HNRNPA1;DYNC1H1;NOP58;NPM1;TRMT10C;NIFK;STAT3;NOC3L;RRP1B;HSPE1;NPM3;HNRNPAB;KTN1;RSL1D1;KRT18;APEX1;TSR1;EIF3E;CEBPZ;P4HB,Molecular_Function
1,GO_Molecular_Function_2021,cadherin binding (GO:0045296),53/322,1.444930727927603e-15,4.710474173043985e-13,0,0,4.154352279507174,141.95718780932967,YWHAE;HSP90AB1;HDLBP;F11R;BZW2;ATIC;SLK;KIF5B;BSG;TRIM25;LRRFIP1;CLIC1;SH3GL1;ANK3;YWHAZ;CD2AP;EPN2;CDC42EP1;MYH9;TAGLN2;EZR;PFN1;PHLDB2;DBN1;VCL;TWF1;ASAP1;SLC3A2;GIGYF2;RTN4;CNN2;PDLIM1;COBLL1;CTNNA1;FLNB;RPL15;RPS2;PAK2;SPTBN1;IDH1;KTN1;RPS26;RSL1D1;AFDN;PTPRB;HNRNPK;KRT18;APC;VAPA;CHMP2B;EIF3E;PFKP;TJP2,Molecular_Function
2,GO_Molecular_Function_2021,mRNA binding (GO:0003729),36/263,9.40867966235466e-09,2.04481971328508e-06,0,0,3.2886529915193385,60.77967832902671,FYTTD1;EIF4A1;DDX5;RBM25;DHX9;CELF2;EIF4A3;HDLBP;CELF4;ADARB1;ZFP36L1;PTBP1;FXR2;G3BP1;TPR;IGF2BP1;RPS2;IGF2BP2;SRRM2;RPL41;RBFOX2;RC3H1;LARP4;HNRNPAB;RPS26;RSL1D1;MARF1;HNRNPK;NCL;AGO2;LUC7L3;PABPC1;SRSF5;DCP1A;RBMS2;EIF4G1,Molecular_Function
3,GO_Molecular_Function_2021,protein kinase binding (GO:0019901),54/506,1.9370864138790605e-08,3.1574508546228687e-06,0,0,2.4973053594511287,44.35088391337412,TOP2A;TOP2B;GSK3B;CDKN1A;USP37;TFRC;PLEK;PTPRK;RND2;CCND3;FBXO5;APPL1;HSP90AA1;DUSP3;PARP1;AXIN1;SIRT1;YWHAZ;PJA2;NISCH;TOM1L1;DNAJC3;CKS2;KIF20A;UTRN;EZR;CACUL1;SKAP1;LLGL1;RHOBTB3;PPM1D;HIF1A;HDAC7;CCNB1;RACGAP1;RNF138;TPR;PAK2;SLC12A2;SPAG9;NEK9;NPM1;BAD;STAT3;NBEAL1;CCDC88A;APC;GRB2;TCF3;CALM1;CALM2;FERMT2;LIMS1;TJP2,Molecular_Function
4,GO_Molecular_Function_2021,kinase binding (GO:0019900),48/461,2.51138823587738e-07,3.274850259584104e-05,0,0,2.4182376340366654,36.75058599051356,GSK3B;CDKN1A;MIDN;USP37;HSP90AB1;TFRC;RHOBTB3;PTPRK;RND2;HIF1A;AURKB;HDAC7;LAPTM4B;CCND3;CCNB1;RACGAP1;RNF138;FBXO5;PAK2;SLC12A2;NEK9;NPM1;DUSP3;PARP1;BAD;STAT3;AXIN1;NBEAL1;CDC6;YWHAZ;NISCH;TOM1L1;DNAJC3;MYCN;ABI2;APC;CKS2;STUB1;GRB2;KIF20A;UTRN;CALM1;CACUL1;CALM2;SKAP1;FERMT2;LLGL1;LIMS1,Molecular_Function
5,GO_Molecular_Function_2021,double-stranded RNA binding (GO:0003725),14/73,6.780031239840399e-06,0.0006533438756154403,0,0,4.847056679424093,57.6873848998819,EIF4A1;HSP90AB1;TFRC;DHX9;ACTN1;ZFR;RC3H1;SLC3A2;ADARB1;DICER1;HSPD1;MTDH;AGO2;LRRFIP1,Molecular_Function
6,GO_Molecular_Function_2021,protein serine/threonine kinase activity (GO:0004674),36/344,7.014428112435709e-06,0.0006533438756154403,0,0,2.4133531666571315,28.64056854877272,GSK3B;TRIO;MAST4;ROCK1;ROCK2;AURKB;SLK;PBK;PIM1;AKT1;PAK2;MARK3;MAP3K4;MAP4K4;BRD2;PRKCH;SYK;DAPK1;CSNK1A1;PLK2;PRKCA;CSNK1E;CDC42BPB;MAPK14;BCR;CLK1;PIKFYVE;CDK4;TAOK1;CDK2;CDK1;SGK3;PRKD1;CDK12;CDK13;BMPR1A,Molecular_Function
7,GO_Molecular_Function_2021,protein homodimerization activity (GO:0042803),54/636,2.2818365380429587e-05,0.001859696778505,0,0,1.92593536429978,20.584290952720423,TOP2A;HSP90AB1;TFRC;GLDC;PANK1;UXS1;PLEK;CPOX;DPY30;SLC4A1;F11R;SMCHD1;ATIC;SLK;AKT1;PIP4K2A;LRRFIP1;APPL1;CUBN;STARD3;HSP90AA1;STARD3NL;ACTN1;AXIN1;CACYBP;TERF1;QTRT2;RABEP1;PECAM1;MYH9;KIF20B;ABCG1;FECH;CARNMT1;ODC1;ZBTB1;FXR2;STC2;TPR;PNPO;HES1;SNX6;NPM1;SMAD4;IDH1;STAT3;TPD52L1;CCDC88A;CENPF;TFAP4;STUB1;CCDC66;TCF3;BMPR1A,Molecular_Function
8,GO_Molecular_Function_2021,DNA binding (GO:0003677),64/811,3.956195776968506e-05,0.0028660440517594,0,0,1.7825483753194598,18.070838281702056,TOP2A;KDM5B;CHD8;MCM9;MCM10;NUCKS1;BRCA1;SMC6;ETS2;YY1;EXO1;MEIOB;LRRFIP1;HMGN1;DNMT3A;TET1;TERF1;MYCN;C1D;SDE2;TIMELESS;TFAM;ERG;DNA2;GLYR1;GTF2A1;HDAC2;DHX9;CXXC5;HIF1A;HSPD1;BCLAF1;RNF138;POLR2D;E2F3;POLR2G;HES1;HNRNPA1;PMS1;BPTF;MBD3;ESRRA;NFE2;XBP1;SMAD4;MBD6;ATAD5;NFYA;NFYB;STAT3;HMGA1;HMGA2;ARID3A;PBX1;DRAP1;FAM111A;MEIS1;TFAP4;TDP2;APEX1;NABP2;CEBPZ;TCF3;SSBP2,Molecular_Function
9,GO_Molecular_Function_2021,single-stranded DNA binding (GO:0003697),15/97,4.7432740582287474e-05,0.0030926146859651,0,0,3.73611803932894,37.19753034613915,DHX9;MCM9;NUCKS1;MCM10;SMC6;HSPD1;FAM111A;TDP2;RNF138;POLR2D;NABP2;MEIOB;POLR2G;HNRNPA1;SSBP2,Molecular_Function
