,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Biological_Process_2021,actin filament bundle assembly (GO:0051017),4/33,0.0002449498439030078,0.1936328516053276,0,0,14.911626154136046,123.98207575804648,EPS8;CALD1;FSCN1;ADD2,Biological_Process
1,GO_Biological_Process_2021,actin filament bundle organization (GO:0061572),4/33,0.0002449498439030078,0.1936328516053276,0,0,14.911626154136046,123.98207575804648,EPS8;CALD1;FSCN1;ADD2,Biological_Process
2,GO_Biological_Process_2021,actin filament capping (GO:0051693),3/19,0.0006979894132697786,0.213422022624522,0,0,20.17357336956522,146.607543349184,EPS8;CAPZA2;ADD2,Biological_Process
3,GO_Biological_Process_2021,barbed-end actin filament capping (GO:0051016),3/19,0.0006979894132697786,0.213422022624522,0,0,20.17357336956522,146.607543349184,EPS8;CAPZA2;ADD2,Biological_Process
4,GO_Biological_Process_2021,cellular component assembly (GO:0022607),9/261,0.0008076598434111069,0.213422022624522,0,0,3.9247592295345104,27.949660962325577,VASP;EPS8;YTHDF2;CALD1;CAPZA2;FSCN1;FLNC;WASL;ADD2,Biological_Process
5,GO_Biological_Process_2021,regulation of microvillus assembly (GO:0032534),2/5,0.0008535944398086235,0.213422022624522,0,0,71.38738738738739,504.4271607408604,PODXL;FSCN1,Biological_Process
6,GO_Biological_Process_2021,neuron apoptotic process (GO:0051402),3/21,0.0009449425416645504,0.213422022624522,0,0,17.930253623188406,124.87321510568567,BNIP3;BID;GAPDH,Biological_Process
7,GO_Biological_Process_2021,protein sulfation (GO:0006477),2/6,0.0012725158524148,0.2443371767951027,0,0,53.53783783783784,356.92388108718416,TPST2;TPST1,Biological_Process
8,GO_Biological_Process_2021,regulation of monooxygenase activity (GO:0032768),3/24,0.0014086951018698,0.2443371767951027,0,0,15.366459627329192,100.8822129122403,POR;WASL;SNCA,Biological_Process
9,GO_Biological_Process_2021,positive regulation of cytoplasmic translation (GO:2000767),2/7,0.0017705710520645,0.2443371767951027,0,0,42.82810810810811,271.37830079332724,CNBP;YBX3,Biological_Process
10,GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),4/56,0.0018602483354304,0.2443371767951027,0,0,8.306431273644389,52.22290958657637,TPST2;TPST1;KIT;PTPN6,Biological_Process
11,GO_Biological_Process_2021,regulation of actin filament length (GO:0030832),2/8,0.0023462595694892,0.2443371767951027,0,0,35.68828828828829,216.09019059596125,EPS8;ARHGAP35,Biological_Process
12,GO_Biological_Process_2021,regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342),2/8,0.0023462595694892,0.2443371767951027,0,0,35.68828828828829,216.09019059596125,EGLN1;CALM3,Biological_Process
13,GO_Biological_Process_2021,regulation of microvillus organization (GO:0032530),2/8,0.0023462595694892,0.2443371767951027,0,0,35.68828828828829,216.09019059596125,PODXL;FSCN1,Biological_Process
14,GO_Biological_Process_2021,store-operated calcium entry (GO:0002115),2/8,0.0023462595694892,0.2443371767951027,0,0,35.68828828828829,216.09019059596125,STIM2;ORAI1,Biological_Process
15,GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506),11/430,0.0024727355020377,0.2443371767951027,0,0,2.8928997613365155,17.36442903897784,TCF7L1;REST;RYBP;CNBP;NSD2;ACTN4;BRCA2;WTIP;RPL6;EZH2;MLF2,Biological_Process
16,GO_Biological_Process_2021,tetrahydrofolate interconversion (GO:0035999),2/9,0.0029981017972951,0.2486393964453533,0,0,30.588416988416988,177.71184859734674,MTHFD2;MTHFD2L,Biological_Process
17,GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),7/203,0.0030512530467314,0.2486393964453533,0,0,3.892261904761905,22.54477083920948,EGLN1;ALOX5;GATA2;TSPAN12;HK2;HIPK2;PF4,Biological_Process
18,GO_Biological_Process_2021,positive regulation of protein serine/threonine kinase activity (GO:0071902),5/106,0.0032048977084436,0.2486393964453533,0,0,5.361766945925361,30.79303026789177,CCND2;KIT;CALM3;EZH2;SNCA,Biological_Process
19,GO_Biological_Process_2021,apoptotic mitochondrial changes (GO:0008637),3/33,0.0035703431891428,0.2486393964453533,0,0,10.751630434782609,60.586443383819926,BNIP3;BID;HK2,Biological_Process
20,GO_Biological_Process_2021,regulation of high voltage-gated calcium channel activity (GO:1901841),2/10,0.0037246387387314,0.2486393964453533,0,0,26.763513513513512,149.6825880256996,CALM3;SRI,Biological_Process
21,GO_Biological_Process_2021,positive regulation of MAP kinase activity (GO:0043406),4/69,0.0039858565030247,0.2486393964453533,0,0,6.640773434216057,36.69029353208829,TAOK3;KIT;MAP3K10;EZH2,Biological_Process
22,GO_Biological_Process_2021,smoothened signaling pathway (GO:0007224),3/35,0.0042248451968945,0.2486393964453533,0,0,10.078634510869565,55.09760358037188,SMO;MAP3K10;HIPK2,Biological_Process
23,GO_Biological_Process_2021,regulation of biosynthetic process (GO:0009889),2/11,0.0045244317614292,0.2486393964453533,0,0,23.78858858858859,128.41706443447274,ALOX5;SNCA,Biological_Process
24,GO_Biological_Process_2021,hematopoietic stem cell proliferation (GO:0071425),2/11,0.0045244317614292,0.2486393964453533,0,0,23.78858858858859,128.41706443447274,YTHDF2;ETV6,Biological_Process
25,GO_Biological_Process_2021,tetrahydrofolate metabolic process (GO:0046653),2/11,0.0045244317614292,0.2486393964453533,0,0,23.78858858858859,128.41706443447274,MTHFD2;MTHFD2L,Biological_Process
26,GO_Biological_Process_2021,cell junction organization (GO:0034330),4/72,0.0046418294581586,0.2486393964453533,0,0,6.346833815493411,34.09929582201944,VASP;PPFIBP1;FLNC;SNCA,Biological_Process
27,GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),11/468,0.004681157735765,0.2486393964453533,0,0,2.6471553610503284,14.199896783364698,ATXN2;TCF7L1;REST;RYBP;CNBP;NSD2;BRCA2;WTIP;RPL6;EZH2;MLF2,Biological_Process
28,GO_Biological_Process_2021,negative regulation of G0 to G1 transition (GO:0070317),3/38,0.0053351438614054,0.2486393964453533,0,0,9.21335403726708,48.21753029201778,RYBP;CDC7;EZH2,Biological_Process
29,GO_Biological_Process_2021,regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844),2/12,0.0053960623469345,0.2486393964453533,0,0,21.408648648648647,111.7977998144828,CALM3;SRI,Biological_Process
30,GO_Biological_Process_2021,negative regulation of release of sequestered calcium ion into cytosol (GO:0051280),2/12,0.0053960623469345,0.2486393964453533,0,0,21.408648648648647,111.7977998144828,CALM3;SRI,Biological_Process
31,GO_Biological_Process_2021,negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315),2/12,0.0053960623469345,0.2486393964453533,0,0,21.408648648648647,111.7977998144828,CALM3;SRI,Biological_Process
32,GO_Biological_Process_2021,P-body assembly (GO:0033962),2/12,0.0053960623469345,0.2486393964453533,0,0,21.408648648648647,111.7977998144828,ATXN2;LSM3,Biological_Process
