,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Molecular_Function_2021,cadherin binding (GO:0045296),9/322,0.0016437748116266,0.1982003456753411,0,0,3.529869190427392,22.6291440969498,UNC45A;LDHA;BAG3;SWAP70;PARVA;IQGAP1;ALDOA;ARGLU1;PICALM,Molecular_Function
1,GO_Molecular_Function_2021,kinase inhibitor activity (GO:0019210),3/33,0.002639644121118,0.1982003456753411,0,0,12.001212121212122,71.25253058060079,CDKN1C;GMFG;PARVA,Molecular_Function
2,GO_Molecular_Function_2021,RNA binding (GO:0003723),22/1406,0.0035078975640246,0.1982003456753411,0,0,2.008551745981471,11.353817594095556,SMG1;RBPMS;FUS;PRMT1;MAK16;THUMPD1;CHD2;MKI67;ELAVL1;RRP8;HNRNPL;BST2;RPS17;RPS15A;RPL18A;TRIM28;PCF11;SERPINH1;RBBP6;SNRPA1;ALDOA;N4BP1,Molecular_Function
3,GO_Molecular_Function_2021,transaminase activity (GO:0008483),2/11,0.0036703767717655,0.1982003456753411,0,0,26.53681392235609,148.80414806121576,OAT;BCAT2,Molecular_Function
4,GO_Molecular_Function_2021,MAP-kinase scaffold activity (GO:0005078),2/11,0.0036703767717655,0.1982003456753411,0,0,26.53681392235609,148.80414806121576,AKAP13;IQGAP1,Molecular_Function
5,GO_Molecular_Function_2021,protein kinase inhibitor activity (GO:0004860),3/43,0.0056159584876947,0.2527181319462618,0,0,8.996363636363636,46.620442880325335,CDKN1C;GMFG;PARVA,Molecular_Function
6,GO_Molecular_Function_2021,GTPase binding (GO:0051020),6/201,0.0071194596529123,0.274607729469477,0,0,3.729724596391263,18.44320261084129,CYFIP1;AKAP13;ANKRD27;IQGAP1;RASIP1;PICALM,Molecular_Function
7,GO_Molecular_Function_2021,protein kinase regulator activity (GO:0019887),4/98,0.0094138581109566,0.3008869071911331,0,0,5.121432278152569,23.89441312765933,CDKN1C;CCNE1;GMFG;PARVA,Molecular_Function
8,GO_Molecular_Function_2021,transcription coregulator binding (GO:0001221),3/53,0.0100295635730377,0.3008869071911331,0,0,7.1934545454545455,33.10584735885431,CTBP2;EED;TEAD2,Molecular_Function
9,GO_Molecular_Function_2021,kinase binding (GO:0019900),9/461,0.0161354182167028,0.3147169509227676,0,0,2.4269494072466187,10.015385638877586,PPP1R15A;SMAD1;CTBP2;PRC1;PLK1;WWC2;RBBP6;IQGAP1;ELAVL1,Molecular_Function
10,GO_Molecular_Function_2021,small GTPase binding (GO:0031267),5/175,0.0162376174229878,0.3147169509227676,0,0,3.5478166726813423,14.6185113265002,CYFIP1;AKAP13;ANKRD27;IQGAP1;PICALM,Molecular_Function
11,GO_Molecular_Function_2021,GTPase activator activity (GO:0005096),7/336,0.023675892747102,0.3147169509227676,0,0,2.577375446015594,9.647884177547498,AKAP13;ANKRD27;RINL;DLC1;RGS10;NUCB1;IQGAP1,Molecular_Function
12,GO_Molecular_Function_2021,transcription corepressor binding (GO:0001222),2/29,0.0245473344400033,0.3147169509227676,0,0,8.837572512271308,32.76222467957257,CTBP2;EED,Molecular_Function
13,GO_Molecular_Function_2021,histone methyltransferase activity (GO:0042054),2/32,0.0295030027795832,0.3147169509227676,0,0,7.952610441767068,28.01913996533733,EED;PRMT1,Molecular_Function
14,GO_Molecular_Function_2021,RNA polymerase II complex binding (GO:0000993),2/32,0.0295030027795832,0.3147169509227676,0,0,7.952610441767068,28.01913996533733,URI1;PCF11,Molecular_Function
15,GO_Molecular_Function_2021,RNA polymerase core enzyme binding (GO:0043175),2/33,0.031236126303716,0.3147169509227676,0,0,7.695685969685193,26.67463248395536,URI1;PCF11,Molecular_Function
16,GO_Molecular_Function_2021,basal RNA polymerase II transcription machinery binding (GO:0001099),2/33,0.031236126303716,0.3147169509227676,0,0,7.695685969685193,26.67463248395536,URI1;PCF11,Molecular_Function
17,GO_Molecular_Function_2021,guanyl-nucleotide exchange factor activity (GO:0005085),4/149,0.0371225601286654,0.3147169509227676,0,0,3.3115222876366697,10.906599339374804,AKAP13;RINL;ANKRD27;NUCB1,Molecular_Function
18,GO_Molecular_Function_2021,pentosyltransferase activity (GO:0016763),2/38,0.0404759343399634,0.3147169509227676,0,0,6.625167336010709,21.2472276360142,TNKS;LARGE1,Molecular_Function
19,GO_Molecular_Function_2021,small protein activating enzyme binding (GO:0044388),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,UBA2,Molecular_Function
20,GO_Molecular_Function_2021,isocitrate dehydrogenase activity (GO:0004448),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,IDH2,Molecular_Function
21,GO_Molecular_Function_2021,L-lactate dehydrogenase activity (GO:0004459),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,LDHA,Molecular_Function
22,GO_Molecular_Function_2021,U2 snRNA binding (GO:0030620),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,SNRPA1,Molecular_Function
23,GO_Molecular_Function_2021,"endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)",1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,TSEN34,Molecular_Function
24,GO_Molecular_Function_2021,ErbB-3 class receptor binding (GO:0043125),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,NRG1,Molecular_Function
25,GO_Molecular_Function_2021,protein-arginine omega-N monomethyltransferase activity (GO:0035241),1/5,0.04130414695089,0.3147169509227676,0,0,29.68263473053892,94.59239398831173,PRMT1,Molecular_Function
26,GO_Molecular_Function_2021,lactate dehydrogenase activity (GO:0004457),1/6,0.0493591852655947,0.3147169509227676,0,0,23.74491017964072,71.43968248690369,LDHA,Molecular_Function
27,GO_Molecular_Function_2021,BH domain binding (GO:0051400),1/6,0.0493591852655947,0.3147169509227676,0,0,23.74491017964072,71.43968248690369,BAX,Molecular_Function
28,GO_Molecular_Function_2021,BH3 domain binding (GO:0051434),1/6,0.0493591852655947,0.3147169509227676,0,0,23.74491017964072,71.43968248690369,BAX,Molecular_Function
