,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Cellular_Component_2021,focal adhesion (GO:0005925),10/387,0.0016459518959414,0.1288599713128807,0,0,3.266124970620824,20.93402028010398,CYFIP1;RPS17;CD151;PALLD;DLC1;PPFIA1;TSPAN4;RRAS2;PARVA;IQGAP1,Cellular_Component
1,GO_Cellular_Component_2021,cell-substrate junction (GO:0030055),10/394,0.0018772297106395,0.1288599713128807,0,0,3.2054324894514767,20.123571012019696,CYFIP1;RPS17;CD151;PALLD;DLC1;PPFIA1;TSPAN4;RRAS2;PARVA;IQGAP1,Cellular_Component
2,GO_Cellular_Component_2021,tertiary granule (GO:0070820),6/164,0.0026571986843023,0.1288599713128807,0,0,4.6118143459915615,27.350285827798427,CYFIP1;HGSNAT;ASAH1;COPB1;PRCP;ALDOA,Cellular_Component
3,GO_Cellular_Component_2021,intracellular membrane-bounded organelle (GO:0043231),60/5192,0.0031817276867377,0.1288599713128807,0,0,1.591322421408158,9.150630542618869,CDKN1C;SMG1;USP31;CHD2;MKI67;ELAVL1;IGF1R;PYCARD;TRIM28;RUVBL2;TEAD2;CTSC;ARRDC4;MEF2A;LIG1;EED;PRMT1;SWAP70;CBFA2T3;PALLD;CCNE1;BLVRB;SNRPA1;ALDOA;UBA52;URI1;CTBP2;TNKS;COPB1;MAK16;CEBPG;PRCP;IQGAP1;BCL2L12;LDHA;HIRIP3;INPP5F;BAG3;NACC1;AP2S1;MCMBP;N4BP1;SMAD1;TGFB1;FUS;PLK1;SMARCA5;NR2F6;TICRR;HNRNPL;PTPRE;WEE1;CNOT7;PRC1;DLC1;RGS10;BAX;SSBP4;MPHOSPH6;PICALM,Cellular_Component
4,GO_Cellular_Component_2021,cytosolic small ribosomal subunit (GO:0022627),3/40,0.0045792936992978,0.1443774461220403,0,0,9.727272727272728,52.393138566878605,RPS17;RPS15A;UBA52,Cellular_Component
5,GO_Cellular_Component_2021,actin cytoskeleton (GO:0015629),8/316,0.0053473128193348,0.1443774461220403,0,0,3.16948051948052,16.58006326732819,AKAP13;PALLD;SWAP70;DLC1;KLHL2;PARVA;IQGAP1;ALDOA,Cellular_Component
6,GO_Cellular_Component_2021,small ribosomal subunit (GO:0015935),3/45,0.0063789516458222,0.1459532445570904,0,0,8.567099567099566,43.30455950707599,RPS17;RPS15A;UBA52,Cellular_Component
7,GO_Cellular_Component_2021,endoplasmic reticulum membrane (GO:0005789),13/712,0.0072075676324489,0.1459532445570904,0,0,2.2957127693940653,11.323887317725148,PPP1R15A;ARL6IP1;MOGAT2;COPB1;MSMO1;YIF1B;SPCS3;SPCS2;SELENOS;BAX;RAB6A;UBA52;NOMO1,Cellular_Component
8,GO_Cellular_Component_2021,nucleus (GO:0005634),51/4484,0.0102287343803698,0.179760874334351,0,0,1.5141855662947474,6.938837764302974,CDKN1C;SMG1;USP31;CHD2;MKI67;ELAVL1;PYCARD;TRIM28;RUVBL2;TEAD2;MEF2A;LIG1;EED;PRMT1;SWAP70;CBFA2T3;PALLD;CCNE1;SNRPA1;ALDOA;UBA52;URI1;CTBP2;TNKS;CEBPG;IQGAP1;BCL2L12;LDHA;HIRIP3;BAG3;NACC1;MCMBP;N4BP1;SMAD1;TGFB1;FUS;PLK1;SMARCA5;NR2F6;TICRR;HNRNPL;PTPRE;WEE1;CNOT7;PRC1;DLC1;RGS10;BAX;SSBP4;MPHOSPH6;PICALM,Cellular_Component
9,GO_Cellular_Component_2021,tertiary granule lumen (GO:1904724),3/55,0.0110963502675525,0.179760874334351,0,0,6.916083916083916,31.130255245684925,CYFIP1;ASAH1;ALDOA,Cellular_Component
10,GO_Cellular_Component_2021,cytoplasmic vesicle lumen (GO:0060205),4/115,0.0161566262433629,0.2379430410386183,0,0,4.333333333333333,17.87684175226834,PYCARD;CYFIP1;GMFG;ALDOA,Cellular_Component
11,GO_Cellular_Component_2021,ficolin-1-rich granule (GO:0101002),5/184,0.0197176730066798,0.2536325270735193,0,0,3.367892518079309,13.223154112923805,ASAH1;GMFG;COPB1;PRCP;ALDOA,Cellular_Component
12,GO_Cellular_Component_2021,exocytic vesicle (GO:0070382),2/30,0.0261578070672306,0.2536325270735193,0,0,8.521514629948365,31.049055329541552,RAB6A;PICALM,Cellular_Component
13,GO_Cellular_Component_2021,intracellular organelle lumen (GO:0070013),13/848,0.0268657434337713,0.2536325270735193,0,0,1.9081398493335908,6.901557284018772,CYFIP1;ASAH1;TGFB1;OAT;GMFG;IDH2;COL4A1;SERPINH1;NUCB1;ALDOA;COLGALT1;CTSC;BCAT2,Cellular_Component
14,GO_Cellular_Component_2021,secretory granule membrane (GO:0030667),6/274,0.0284628535715349,0.2536325270735193,0,0,2.703703703703704,9.622901705455474,BST2;HGSNAT;COPB1;PRCP;IQGAP1;RAB6A,Cellular_Component
15,GO_Cellular_Component_2021,clathrin-coated vesicle (GO:0030136),3/80,0.0298728281853988,0.2536325270735193,0,0,4.66469893742621,16.376852868887237,INPP5F;AP2S1;PICALM,Cellular_Component
16,GO_Cellular_Component_2021,coated vesicle (GO:0030135),3/84,0.0338214688502891,0.2536325270735193,0,0,4.4334455667789,15.014570568830194,CTSC;YIF1B;PICALM,Cellular_Component
17,GO_Cellular_Component_2021,integral component of organelle membrane (GO:0031301),5/214,0.0347192916668704,0.2536325270735193,0,0,2.8800598819972407,9.6783254282539,SELENOS;ARL6IP1;LARGE1;SLC25A4;YIF1B,Cellular_Component
18,GO_Cellular_Component_2021,clathrin-coated endocytic vesicle (GO:0045334),3/85,0.0348489395529397,0.2536325270735193,0,0,4.379157427937916,14.69966037248945,INPP5F;AP2S1;PICALM,Cellular_Component
19,GO_Cellular_Component_2021,neurofibrillary tangle (GO:0097418),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,PICALM,Cellular_Component
20,GO_Cellular_Component_2021,NURF complex (GO:0016589),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,SMARCA5,Cellular_Component
21,GO_Cellular_Component_2021,rDNA heterochromatin (GO:0033553),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,RRP8,Cellular_Component
22,GO_Cellular_Component_2021,Sec61 translocon complex (GO:0005784),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,ARL6IP1,Cellular_Component
23,GO_Cellular_Component_2021,filtration diaphragm (GO:0036056),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,IQGAP1,Cellular_Component
24,GO_Cellular_Component_2021,slit diaphragm (GO:0036057),1/5,0.04130414695089,0.2536325270735193,0,0,29.68263473053892,94.59239398831173,IQGAP1,Cellular_Component
25,GO_Cellular_Component_2021,azurophil granule (GO:0042582),4/155,0.0419211541674615,0.2536325270735193,0,0,3.1789694718139234,10.083578968358315,PYCARD;BST2;PRCP;CTSC,Cellular_Component
26,GO_Cellular_Component_2021,vesicle (GO:0031982),5/226,0.0422720878455865,0.2536325270735193,0,0,2.722010937456625,8.611430759903584,ARRDC4;TSPAN4;KCNN4;UBA52;PICALM,Cellular_Component
27,GO_Cellular_Component_2021,cortical actin cytoskeleton (GO:0030864),2/42,0.0485120065958738,0.2654344351519241,0,0,5.96144578313253,18.03900081859817,AKAP13;DLC1,Cellular_Component
28,GO_Cellular_Component_2021,collagen type IV trimer (GO:0005587),1/6,0.0493591852655947,0.2654344351519241,0,0,23.74491017964072,71.43968248690369,COL4A1,Cellular_Component
29,GO_Cellular_Component_2021,TORC1 complex (GO:0031931),1/6,0.0493591852655947,0.2654344351519241,0,0,23.74491017964072,71.43968248690369,SMG1,Cellular_Component
30,GO_Cellular_Component_2021,secretory granule lumen (GO:0034774),6/316,0.050940051381861,0.2654344351519241,0,0,2.332377538829152,6.943734700404039,PYCARD;CYFIP1;TGFB1;GMFG;ALDOA;CTSC,Cellular_Component
31,GO_Cellular_Component_2021,low-density lipoprotein particle (GO:0034362),1/7,0.0573469458661564,0.2654344351519241,0,0,19.786427145708583,56.5621868384733,SELENOS,Cellular_Component
32,GO_Cellular_Component_2021,AP-2 adaptor complex (GO:0030122),1/7,0.0573469458661564,0.2654344351519241,0,0,19.786427145708583,56.5621868384733,AP2S1,Cellular_Component
33,GO_Cellular_Component_2021,clathrin coat of endocytic vesicle (GO:0030128),1/7,0.0573469458661564,0.2654344351519241,0,0,19.786427145708583,56.5621868384733,AP2S1,Cellular_Component
34,GO_Cellular_Component_2021,protein kinase complex (GO:1902911),1/7,0.0573469458661564,0.2654344351519241,0,0,19.786427145708583,56.5621868384733,IGF1R,Cellular_Component
35,GO_Cellular_Component_2021,lysosomal membrane (GO:0005765),6/330,0.0603174407743918,0.2689645811403791,0,0,2.229995427526292,6.262125943449122,BST2;HGSNAT;SPNS1;AP2S1;PRCP;UBA52,Cellular_Component
36,GO_Cellular_Component_2021,ESC/E(Z) complex (GO:0035098),1/8,0.0652679868887542,0.2689645811403791,0,0,16.958939264328485,46.28524620277552,EED,Cellular_Component
37,GO_Cellular_Component_2021,intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235),1/8,0.0652679868887542,0.2689645811403791,0,0,16.958939264328485,46.28524620277552,RASA3,Cellular_Component
38,GO_Cellular_Component_2021,cytoskeleton (GO:0005856),9/600,0.0669020615814545,0.2689645811403791,0,0,1.842831146441912,4.98398382121625,AKAP13;PRC1;PALLD;SWAP70;PLK1;KLHL2;PARVA;IQGAP1;ALDOA,Cellular_Component
39,GO_Cellular_Component_2021,basement membrane (GO:0005604),2/52,0.0707975265631299,0.2689645811403791,0,0,4.766746987951807,12.622018140743716,CD151;COL4A1,Cellular_Component
