,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Biological_Process_2021,microtubule cytoskeleton organization involved in mitosis (GO:1902850),13/128,4.473282431719062e-06,0.0115544885211303,0,0,5.210179270554296,64.17580011501217,STIL;NUDC;NEK6;RCC2;DYNLL1;CKAP5;AURKA;CDC20;CENPE;CLIP1;STMN1;NUSAP1;RCC1,Biological_Process
1,GO_Biological_Process_2021,regulation of protein binding (GO:0043393),12/118,1.0264383271706815e-05,0.0132564509954093,0,0,5.207814799946474,59.82128635102418,FKBP1A;APP;BMP2;KDM1A;RIPK2;CTNNBIP1;CTSZ;TRIB3;NMD3;B2M;ACTB;AURKA,Biological_Process
2,GO_Biological_Process_2021,regulation of focal adhesion assembly (GO:0051893),8/54,2.033569658990537e-05,0.015863704908987,0,0,7.9499032685062625,85.88386046649444,MACF1;RCC2;KDR;TSC1;RAC1;TEK;CORO1C;S100A10,Biological_Process
3,GO_Biological_Process_2021,positive regulation of binding (GO:0051099),10/90,2.589456273883084e-05,0.015863704908987,0,0,5.730882352941176,60.52658527881933,FKBP1A;SKI;APP;BMP2;RIPK2;STMN1;TRIB3;NMD3;HMGB1;B2M,Biological_Process
4,GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),21/351,3.1254863765518986e-05,0.015863704908987,0,0,2.956631532718489,30.67013099664036,TMOD1;APP;MARCKSL1;TPM3;P3H1;FIGN;HSPG2;CKAP5;TGFBR1;CORO1C;FKBP1A;CDC42;CLIP1;STMN1;UBC;TSPAN5;ITGA6;RAC1;ARHGEF2;VIM;B2M,Biological_Process
5,GO_Biological_Process_2021,mitotic spindle organization (GO:0007052),13/157,4.061114990150999e-05,0.015863704908987,0,0,4.154703133228015,42.01014736958644,STIL;NUDC;NEK6;RCC2;DYNLL1;CKAP5;AURKA;CDC20;TPX2;CENPE;CLIP1;STMN1;RCC1,Biological_Process
6,GO_Biological_Process_2021,positive regulation of focal adhesion assembly (GO:0051894),5/19,4.299107021405715e-05,0.015863704908987,0,0,16.238372093023255,163.26900666421008,KDR;TSC1;RAC1;TEK;S100A10,Biological_Process
7,GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),14/188,6.666672607558788e-05,0.0215250191816554,0,0,3.705927321374942,35.63547294319578,NEK6;INO80;DYNLL1;CKAP5;CDC14A;HAUS2;AURKA;CDC20;TPX2;CENPE;AKAP9;UBC;E2F1;ANAPC1,Biological_Process
8,GO_Biological_Process_2021,vascular endothelial growth factor receptor signaling pathway (GO:0048010),8/67,9.964757533121674e-05,0.0285988541200592,0,0,6.194101536140992,57.07165154522329,VAV3;CDC42;FLT1;KDR;ITGAV;RAC1;WASF2;VAV2,Biological_Process
9,GO_Biological_Process_2021,gene expression (GO:0010467),20/356,0.00011398230872552668,0.0294416303438035,0,0,2.7580321285140563,25.041462545893182,RBM39;POM121;NUP188;RPL12;RPS6;NOL9;RRBP1;TOPORS;SRRM1;SETX;FUBP3;HNRNPD;E2F1;TSPAN5;RPLP2;RBMS1;RPS20;SRSF6;EIF4E;SRSF11,Biological_Process
10,GO_Biological_Process_2021,positive regulation of cell-substrate junction organization (GO:0150117),5/24,0.00014366555831773234,0.0337352851940638,0,0,11.962056303549572,105.84054297657288,KDR;TSC1;RAC1;TEK;S100A10,Biological_Process
11,GO_Biological_Process_2021,regulation of lamellipodium organization (GO:1902743),4/14,0.00018581362492905304,0.0372185204637843,0,0,18.14849187935035,155.90945430434093,CDC42;CAPZB;RAC1;CD44,Biological_Process
12,GO_Biological_Process_2021,regulation of stress fiber assembly (GO:0051492),8/74,0.00020172639817769297,0.0372185204637843,0,0,5.53516428926265,47.09648914714501,CDC42;STMN1;LPAR1;TSC1;RAC1;WASF2;TGFBR1;S100A10,Biological_Process
13,GO_Biological_Process_2021,negative regulation of protein binding (GO:0032091),8/74,0.00020172639817769297,0.0372185204637843,0,0,5.53516428926265,47.09648914714501,KDM1A;CTSZ;CTNNBIP1;ATP2A2;B2M;ACTB;PTPRF;AURKA,Biological_Process
14,GO_Biological_Process_2021,positive regulation of protein binding (GO:0032092),7/58,0.00025338671922965514,0.0417484343481548,0,0,6.257925600146601,51.81933931060646,FKBP1A;APP;BMP2;RIPK2;TRIB3;NMD3;B2M,Biological_Process
15,GO_Biological_Process_2021,positive regulation of mitotic cell cycle (GO:0045931),5/27,0.0002586043165197358,0.0417484343481548,0,0,10.329281183932348,85.32204618816138,APP;PKN2;EIF4E;MEIS2;CDC25B,Biological_Process
16,GO_Biological_Process_2021,ATP-dependent chromatin remodeling (GO:0043044),6/42,0.0002763655005907173,0.0419912992956366,0,0,7.587024087024087,62.16645395242926,RBBP4;ACTR5;ACTL6A;INO80;ARID1A;ACTB,Biological_Process
17,GO_Biological_Process_2021,heart trabecula formation (GO:0060347),3/7,0.00033509266201150984,0.0463034603111396,0,0,33.96006944444444,271.7180291802196,FKBP1A;TGFBR3;TEK,Biological_Process
18,GO_Biological_Process_2021,positive regulation of cell cycle process (GO:0090068),9/101,0.00035802337344654535,0.0463034603111396,0,0,4.471754439681567,35.482979237760844,CDC42;RCC2;NUSAP1;PKP4;PKN2;INO80;CDC14A;CDC25B;AURKA,Biological_Process
