,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,label
0,GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),5/89,0.00011589072054589638,0.0321555010123506,0,0,11.559873949579831,104.7655524589317,BCAP31;BEX3;DDX3X;GPX1;XIAP,Biological_Process
1,GO_Biological_Process_2021,myeloid cell development (GO:0061515),3/20,0.00015883263691889363,0.0321555010123506,0,0,33.7262443438914,295.0257020076404,ALAS2;ANXA2;GATA1,Biological_Process
2,GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity (GO:2000117),4/53,0.0001853203465469804,0.0321555010123506,0,0,15.727362789776103,135.15190672211324,BEX3;DDX3X;GPX1;XIAP,Biological_Process
3,GO_Biological_Process_2021,response to UV (GO:0009411),5/99,0.0001914285928627822,0.0321555010123506,0,0,10.32488527325824,88.39129844908975,GPX1;FMR1;NEDD4;PCLAF;CDC25A,Biological_Process
4,GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),4/55,0.00021408056892063327,0.0321555010123506,0,0,15.109080525414049,127.65901046012584,BEX3;DDX3X;GPX1;XIAP,Biological_Process
5,GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),5/102,0.0002201186820731684,0.0321555010123506,0,0,10.004042854255104,84.24748319619677,DDX3X;FMR1;MSN;UPF3B;OGT,Biological_Process
6,GO_Biological_Process_2021,purine nucleotide metabolic process (GO:0006163),3/24,0.00027764264975151684,0.0321555010123506,0,0,27.296703296703296,223.53749942844928,PRPS2;PRPS1;GPX1,Biological_Process
7,GO_Biological_Process_2021,negative regulation of NIK/NF-kappaB signaling (GO:1901223),3/24,0.00027764264975151684,0.0321555010123506,0,0,27.296703296703296,223.53749942844928,DDX3X;TMSB4X;TSPAN6,Biological_Process
8,GO_Biological_Process_2021,5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015),2/5,0.000280589014069377,0.0321555010123506,0,0,126.28571428571428,1032.8428108124656,PRPS2;PRPS1,Biological_Process
9,GO_Biological_Process_2021,5-phosphoribose 1-diphosphate metabolic process (GO:0046391),2/5,0.000280589014069377,0.0321555010123506,0,0,126.28571428571428,1032.8428108124656,PRPS2;PRPS1,Biological_Process
10,GO_Biological_Process_2021,ribose phosphate biosynthetic process (GO:0046390),2/7,0.0005851279925089499,0.0609596981286596,0,0,75.76380952380953,563.9615494372057,PRPS2;PRPS1,Biological_Process
11,GO_Biological_Process_2021,cellular response to UV (GO:0034644),4/77,0.0007762851712190272,0.0741352338514171,0,0,10.543955313206544,75.50516505976574,FMR1;NEDD4;CDC25A;CUL4B,Biological_Process
12,GO_Biological_Process_2021,positive regulation of protein polyubiquitination (GO:1902916),2/9,0.0009960856277600272,0.0858155129134409,0,0,54.11156462585034,374.00167464672495,DDX3X;XIAP,Biological_Process
13,GO_Biological_Process_2021,cellular response to hydroxyurea (GO:0072711),2/10,0.0012407627251969,0.0858155129134409,0,0,47.345238095238095,316.8357057532792,FMR1;ATRX,Biological_Process
14,GO_Biological_Process_2021,sequestering of actin monomers (GO:0042989),2/10,0.0012407627251969,0.0858155129134409,0,0,47.345238095238095,316.8357057532792,TMSB4X;TWF2,Biological_Process
15,GO_Biological_Process_2021,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation (GO:1904953),2/10,0.0012407627251969,0.0858155129134409,0,0,47.345238095238095,316.8357057532792,RYK;CTNNB1,Biological_Process
16,GO_Biological_Process_2021,response to growth factor (GO:0070848),3/41,0.0013689007716852,0.0858155129134409,0,0,15.072115384615383,99.38171888120304,TWF2;CTNNB1;ACVR2B,Biological_Process
17,GO_Biological_Process_2021,erythrocyte development (GO:0048821),2/11,0.0015111984615165,0.0858155129134409,0,0,42.08253968253968,273.3198779565988,ALAS2;GATA1,Biological_Process
18,GO_Biological_Process_2021,response to hydroxyurea (GO:0072710),2/11,0.0015111984615165,0.0858155129134409,0,0,42.08253968253968,273.3198779565988,FMR1;ATRX,Biological_Process
19,GO_Biological_Process_2021,midbrain dopaminergic neuron differentiation (GO:1904948),2/11,0.0015111984615165,0.0858155129134409,0,0,42.08253968253968,273.3198779565988,RYK;CTNNB1,Biological_Process
20,GO_Biological_Process_2021,glutathione metabolic process (GO:0006749),3/43,0.0015725355769478,0.0858155129134409,0,0,14.317067307692309,92.41761361295572,GCLC;GPX1;GSTA4,Biological_Process
21,GO_Biological_Process_2021,purine nucleotide biosynthetic process (GO:0006164),2/12,0.0018071154231623,0.094134285224731,0,0,37.87238095238095,239.20284407557955,PRPS2;PRPS1,Biological_Process
22,GO_Biological_Process_2021,regulation of cellular protein localization (GO:1903827),3/46,0.0019119558410125,0.0952652779913221,0,0,13.31618962432916,83.35440088714569,SETD2;GPC3;CTNNB1,Biological_Process
23,GO_Biological_Process_2021,histone H4 acetylation (GO:0043967),3/48,0.0021616780835807,0.1032201284909811,0,0,12.723076923076922,78.07987503593733,MORF4L2;OGT;HCFC1,Biological_Process
24,GO_Biological_Process_2021,histone H4-K5 acetylation (GO:0043981),2/15,0.0028450121422312,0.1207549598147021,0,0,29.128205128205128,170.75501291816587,OGT;HCFC1,Biological_Process
25,GO_Biological_Process_2021,histone H4-K8 acetylation (GO:0043982),2/15,0.0028450121422312,0.1207549598147021,0,0,29.128205128205128,170.75501291816587,OGT;HCFC1,Biological_Process
26,GO_Biological_Process_2021,modulation by host of viral genome replication (GO:0044827),2/15,0.0028450121422312,0.1207549598147021,0,0,29.128205128205128,170.75501291816587,FMR1;PPIB,Biological_Process
27,GO_Biological_Process_2021,glycosaminoglycan metabolic process (GO:0030203),3/54,0.0030289650744002,0.1239712134022388,0,0,11.222850678733032,65.08730720156075,GLB1;GPC3;HS6ST2,Biological_Process
28,GO_Biological_Process_2021,negative regulation of transcription regulatory region DNA binding (GO:2000678),2/16,0.003240123258408,0.1280407329012293,0,0,27.04625850340136,155.03304589236754,TMSB4X;GATA1,Biological_Process
29,GO_Biological_Process_2021,regulation of bone mineralization (GO:0030500),3/57,0.0035319602104143,0.130821235672837,0,0,10.59775641025641,59.83389688623208,BCOR;ACVR2B;GPM6B,Biological_Process
30,GO_Biological_Process_2021,histone H2A monoubiquitination (GO:0035518),2/17,0.0036593609461457,0.130821235672837,0,0,25.241904761904763,141.6188674160498,BCOR;CUL4B,Biological_Process
31,GO_Biological_Process_2021,histone H2A ubiquitination (GO:0033522),2/17,0.0036593609461457,0.130821235672837,0,0,25.241904761904763,141.6188674160498,BCOR;CUL4B,Biological_Process
32,GO_Biological_Process_2021,nucleotide biosynthetic process (GO:0009165),2/18,0.0041024606560516,0.130821235672837,0,0,23.66309523809524,130.0563545257806,PRPS2;PRPS1,Biological_Process
33,GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),8/485,0.0045342010320685,0.130821235672837,0,0,3.289244647735214,17.749114058927088,BEX3;GCLC;HMGN5;GPX1;DDX3X;XIAP;CTNNB1;GATA1,Biological_Process
34,GO_Biological_Process_2021,regulation of histone H3-K4 methylation (GO:0051569),2/19,0.0045691599315144,0.130821235672837,0,0,22.27002801120448,120.00039602769928,CTNNB1;BCOR,Biological_Process
35,GO_Biological_Process_2021,positive regulation of cellular protein catabolic process (GO:1903364),2/19,0.0045691599315144,0.130821235672837,0,0,22.27002801120448,120.00039602769928,RNF128;MSN,Biological_Process
36,GO_Biological_Process_2021,histone H4-K16 acetylation (GO:0043984),2/19,0.0045691599315144,0.130821235672837,0,0,22.27002801120448,120.00039602769928,OGT;HCFC1,Biological_Process
37,GO_Biological_Process_2021,negative regulation of cell growth (GO:0030308),4/126,0.0047028236844095,0.130821235672837,0,0,6.293490370841955,33.73054169306598,DDX3X;FHL1;RBBP7;FGF13,Biological_Process
38,GO_Biological_Process_2021,plasma membrane bounded cell projection organization (GO:0120036),4/128,0.0049718923779744,0.130821235672837,0,0,6.191356091450047,32.83867255754656,RYK;NEDD4;MNS1;GPM6B,Biological_Process
39,GO_Biological_Process_2021,cellular modified amino acid biosynthetic process (GO:0042398),2/20,0.0050591983954509,0.130821235672837,0,0,21.03174603174603,111.18531868631156,GCLC;PLOD2,Biological_Process
40,GO_Biological_Process_2021,cellular response to nitrogen compound (GO:1901699),2/20,0.0050591983954509,0.130821235672837,0,0,21.03174603174603,111.18531868631156,FMR1;ATRX,Biological_Process
41,GO_Biological_Process_2021,dopaminergic neuron differentiation (GO:0071542),2/20,0.0050591983954509,0.130821235672837,0,0,21.03174603174603,111.18531868631156,RYK;CTNNB1,Biological_Process
42,GO_Biological_Process_2021,positive regulation of interferon-alpha production (GO:0032727),2/20,0.0050591983954509,0.130821235672837,0,0,21.03174603174603,111.18531868631156,SETD2;DDX3X,Biological_Process
43,GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),6/296,0.0051843560128758,0.130821235672837,0,0,4.0156367360874015,21.130720807680355,BEX2;RASSF1;PCLAF;XIAP;CDC25A;HCFC1,Biological_Process
44,GO_Biological_Process_2021,positive regulation of canonical Wnt signaling pathway (GO:0090263),4/130,0.005251114171859,0.130821235672837,0,0,6.092464170134073,31.981263565504072,DDX3X;ATP6AP2;GPC3;XIAP,Biological_Process
45,GO_Biological_Process_2021,protein glycosylation (GO:0006486),4/130,0.005251114171859,0.130821235672837,0,0,6.092464170134073,31.981263565504072,C1GALT1C1;PLOD2;MAGT1;OGT,Biological_Process
46,GO_Biological_Process_2021,cellular response to inorganic substance (GO:0071241),2/21,0.0055723177341793,0.1330390859035319,0,0,19.923809523809524,103.40345970644329,FMR1;ATRX,Biological_Process
47,GO_Biological_Process_2021,hydrogen peroxide catabolic process (GO:0042744),2/21,0.0055723177341793,0.1330390859035319,0,0,19.923809523809524,103.40345970644329,GPX1;PRDX4,Biological_Process
48,GO_Biological_Process_2021,heme biosynthetic process (GO:0006783),2/22,0.0061082616847449,0.142858528381995,0,0,18.926666666666662,96.49028631861954,ALAS2;PGRMC1,Biological_Process
49,GO_Biological_Process_2021,cellular response to light stimulus (GO:0071482),3/70,0.006284729477465,0.1440459996234997,0,0,8.535878300803674,43.27376588278177,FMR1;NEDD4;CDC25A,Biological_Process
50,GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),10/742,0.0064301449647464,0.1444891397960669,0,0,2.698580361669765,13.619082557619382,GCLC;BEX2;ARHGEF9;HMGN5;DDX3X;MAGED1;XIAP;CTNNB1;QRICH1;GATA1,Biological_Process
51,GO_Biological_Process_2021,negative regulation of supramolecular fiber organization (GO:1902904),3/72,0.0067948181143409,0.1497473376737438,0,0,8.2876254180602,41.36846959294681,VBP1;TWF2;FGF13,Biological_Process
52,GO_Biological_Process_2021,chromatin organization (GO:0006325),4/142,0.0071489437154645,0.1499797581900739,0,0,5.559307724778387,27.467375712073768,SMARCC1;SETD2;ATRX;HCFC1,Biological_Process
53,GO_Biological_Process_2021,porphyrin-containing compound biosynthetic process (GO:0006779),2/24,0.0072476085382913,0.1499797581900739,0,0,17.204329004329004,84.7671693734228,ALAS2;PGRMC1,Biological_Process
