,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,Ribosome,9/170,5.57625718486407e-06,0.0010093025504603,0,0,7.805867582925862,94.42752365200946,RPL4;RPS4X;MRPL3;RPL10;RPLP1;RPL36A;RPS27L;RPL29;RPL39
1,KEGG_2019_Mouse,Spliceosome,6/132,0.0004851699452371319,0.0439078800439604,0,0,6.522486772486772,49.77317043357059,HSPA8;CCDC12;RP9;THOC2;CWC15;U2SURP
2,KEGG_2019_Mouse,RNA transport,6/167,0.0016465328053992,0.0993408125924226,0,0,5.095496894409938,32.65746523343433,EEF1A1;EIF1AX;FMR1;UPF3B;EIF2S3Y;THOC2
3,KEGG_2019_Mouse,Cell cycle,5/123,0.0023593795936953,0.1000964120308662,0,0,5.766218585622443,34.881912334188975,STAG1;STAG2;TFDP2;TTK;SMC1A
4,KEGG_2019_Mouse,Homologous recombination,3/41,0.0035776158915815,0.1000964120308662,0,0,10.640171858216972,59.93671214987024,MRE11A;BRCC3;TOPBP1
5,KEGG_2019_Mouse,Purine metabolism,5/136,0.0036376931155426,0.1000964120308662,0,0,5.190576467491445,29.152382519738733,PRPS1;PKM;NME6;IMPDH2;HPRT
6,KEGG_2019_Mouse,Ubiquitin mediated proteolysis,5/138,0.0038711319569948,0.1000964120308662,0,0,5.112004148301789,28.39313596910764,HERC1;CUL5;NEDD4;HUWE1;RNF7
7,KEGG_2019_Mouse,Tight junction,5/167,0.0085693758215281,0.1938821279620738,0,0,4.190719455087272,19.945982290449003,PARD3;NEDD4;RDX;MSN;RHOA
8,KEGG_2019_Mouse,cGMP-PKG signaling pathway,5/172,0.0096593143949649,0.194259545054296,0,0,4.064216394796613,18.857283750004022,MAP2K1;ATP1B3;SLC25A5;RHOA;GNAI2
9,KEGG_2019_Mouse,Glutathione metabolism,3/64,0.0123397300873792,0.2233491145815649,0,0,6.620608899297424,29.097120175758672,GCLC;GPX1;SMS
10,KEGG_2019_Mouse,Endocytosis,6/269,0.0160593477777323,0.2642492679790497,0,0,3.1031368821292777,12.820498883110988,HSPA8;SNX1;PARD3;NEDD4;RHOA;RAB11A
11,KEGG_2019_Mouse,Proteoglycans in cancer,5/203,0.0185953879022935,0.2804804341929273,0,0,3.422500870776733,13.63812415822077,MAP2K1;RDX;GPC3;MSN;RHOA
12,KEGG_2019_Mouse,Cardiac muscle contraction,3/78,0.0208914653484019,0.2908734790815961,0,0,5.380952380952381,20.81575453685982,TPM1;ATP1B3;COX5A
13,KEGG_2019_Mouse,Parkinson disease,4/144,0.0232879500518358,0.3010799256701632,0,0,3.857142857142857,14.50215983832596,NDUFA1;SLC25A5;COX5A;GNAI2
14,KEGG_2019_Mouse,Gap junction,3/86,0.0269208137776997,0.3248444862509104,0,0,4.860339316449472,17.569424529518226,MAP2K1;MAP2K5;GNAI2
15,KEGG_2019_Mouse,Oxytocin signaling pathway,4/154,0.02886448084342,0.3265294395411898,0,0,3.598173515981735,12.75604136680847,MAP2K1;MAP2K5;RHOA;GNAI2
16,KEGG_2019_Mouse,Pyruvate metabolism,2/38,0.032935419116809,0.3399706267508831,0,0,7.437687687687688,25.38636493786472,PKM;DLAT
17,KEGG_2019_Mouse,Human immunodeficiency virus 1 infection,5/238,0.0338092335995353,0.3399706267508831,0,0,2.903211484386562,9.833239224229464,DCAF1;MAP2K1;CUL5;RNF7;GNAI2
18,KEGG_2019_Mouse,Basal transcription factors,2/43,0.0412951772130807,0.3933908987140853,0,0,6.529004614370468,20.80800012547327,GTF2A2;TAF1
19,KEGG_2019_Mouse,Pancreatic secretion,3/105,0.0445473033540763,0.3951311826078768,0,0,3.951180472188876,12.292927137188611,ATP1B3;RHOA;RAB11A
20,KEGG_2019_Mouse,"Parathyroid hormone synthesis, secretion and action",3/107,0.0466674903512541,0.3951311826078768,0,0,3.8748037676609104,11.875140147678842,MAP2K1;RHOA;GNAI2
21,KEGG_2019_Mouse,Cysteine and methionine metabolism,2/50,0.0541636617411515,0.3951311826078768,0,0,5.574887387387387,16.25495026487543,GCLC;SMS
22,KEGG_2019_Mouse,Drug metabolism,3/114,0.054472189297414,0.3951311826078768,0,0,3.629159772016915,10.561090816258554,NME6;IMPDH2;HPRT
23,KEGG_2019_Mouse,Leukocyte transendothelial migration,3/115,0.0556351823858355,0.3951311826078768,0,0,3.5965743440233235,10.390285691166303,MSN;RHOA;GNAI2
24,KEGG_2019_Mouse,Ribosome biogenesis in eukaryotes,3/115,0.0556351823858355,0.3951311826078768,0,0,3.5965743440233235,10.390285691166303,DKC1;REXO2;UTP14A
25,KEGG_2019_Mouse,Huntington disease,4/192,0.0567591754022364,0.3951311826078768,0,0,2.8653453803555813,8.220498114719636,GPX1;NDUFA1;SLC25A5;COX5A
26,KEGG_2019_Mouse,Chemokine signaling pathway,4/197,0.0612212917696745,0.3955447011679316,0,0,2.7904038611682878,7.794324173552824,MAP2K1;PARD3;RHOA;GNAI2
27,KEGG_2019_Mouse,Neurotrophin signaling pathway,3/121,0.0628594884925783,0.3955447011679316,0,0,3.412659979245936,9.442329815068971,MAP2K1;MAP2K5;RHOA
28,KEGG_2019_Mouse,Endocrine and other factor-regulated calcium reabsorption,2/55,0.0641034102600835,0.3955447011679316,0,0,5.047679755226925,13.867277146788943,ATP1B3;RAB11A
29,KEGG_2019_Mouse,Sphingolipid signaling pathway,3/124,0.0666271199547603,0.3955447011679316,0,0,3.327542587282847,9.013126858879511,MAP2K1;RHOA;GNAI2
30,KEGG_2019_Mouse,Legionellosis,2/58,0.0703385051169791,0.3955447011679316,0,0,4.776544401544402,12.679030958461649,EEF1A1;HSPA8
31,KEGG_2019_Mouse,Rap1 signaling pathway,4/209,0.072664461234094,0.3955447011679316,0,0,2.6254594052789844,6.883699511204769,MAP2K1;PARD3;RHOA;GNAI2
32,KEGG_2019_Mouse,cAMP signaling pathway,4/211,0.0746709087585103,0.3955447011679316,0,0,2.599827939911323,6.745681791326389,MAP2K1;ATP1B3;RHOA;GNAI2
33,KEGG_2019_Mouse,Long-term depression,2/61,0.0767624769077167,0.3955447011679316,0,0,4.53298213467705,11.636343467932717,MAP2K1;GNAI2
34,KEGG_2019_Mouse,Estrogen signaling pathway,3/134,0.0799061703930582,0.3955447011679316,0,0,3.0719738276990185,7.762577431988962,HSPA8;MAP2K1;GNAI2
35,KEGG_2019_Mouse,Oxidative phosphorylation,3/134,0.0799061703930582,0.3955447011679316,0,0,3.0719738276990185,7.762577431988962,ATP6AP1;NDUFA1;COX5A
36,KEGG_2019_Mouse,Regulation of actin cytoskeleton,4/217,0.0808572041061517,0.3955447011679316,0,0,2.5258215962441315,6.352619618205783,MAP2K1;RDX;MSN;RHOA
37,KEGG_2019_Mouse,Central carbon metabolism in cancer,2/64,0.0833639098616836,0.3970754653938088,0,0,4.312990409764604,10.715796324669414,MAP2K1;PKM
