,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,RNA transport,17/167,2.122425105932603e-08,4.499541224577119e-06,0,0,6.078787878787879,107.40076215348306,EIF2B5;PRMT5;NUP155;GEMIN2;THOC3;SENP2;RANGAP1;EIF2S1;THOC7;EIF5;EIF3H;ACIN1;EIF3E;SMN1;PABPC1;EIF4B;EIF4G1
1,KEGG_2019_Mouse,Spliceosome,12/132,8.381627706223429e-06,0.0008884525368596834,0,0,5.298913043478261,61.94147671021488,HNRNPM;RBM25;HNRNPK;DDX46;TRA2B;CDC5L;ACIN1;THOC3;SRSF5;HNRNPC;HNRNPA1;SRSF7
2,KEGG_2019_Mouse,Ribosome,12/170,0.00010307258021747268,0.0072837956687014,0,0,4.016648321408916,36.873141497392815,RPL30;RPS28;MRPS9;RPL3;RPL36;RPL35A;RPL37;RPL15;RPL8;MRPL13;RPS24;RPS23
3,KEGG_2019_Mouse,Nucleotide excision repair,6/43,0.0001521984675473627,0.0080665187800102,0,0,8.490966902731609,74.63836017836395,CDK7;RFC4;GTF2H2;MNAT1;GTF2H5;RBX1
4,KEGG_2019_Mouse,Protein processing in endoplasmic reticulum,11/163,0.00029397736906950673,0.012464640448547,0,0,3.818071601768649,31.04858793025205,DNAJC3;HSP90AA1;HSP90AB1;DAD1;LMAN2;DERL1;UBQLN1;UFD1;PDIA6;EIF2S1;RBX1
5,KEGG_2019_Mouse,Huntington disease,11/192,0.0011544873626938,0.0407918868151842,0,0,3.201560137148333,21.655669323078552,COX7A2L;CREBBP;NDUFA7;NDUFB4;NDUFS4;VDAC2;COX6C;SOD2;COX7C;RCOR1;SOD1
6,KEGG_2019_Mouse,Folate biosynthesis,4/26,0.0013772458777283,0.0417108751540573,0,0,9.47678916827853,62.429955101428654,DHFR;MOCS2;PCBD2;GPHN
7,KEGG_2019_Mouse,Ribosome biogenesis in eukaryotes,8/115,0.0015963680284713,0.0423037527544912,0,0,3.9218169028238368,25.256595810224223,TBL3;HEATR1;FCF1;DROSHA;RIOK1;AK6;GTPBP4;GNL3
8,KEGG_2019_Mouse,Alzheimer disease,10/175,0.001947623896477,0.0458773628947933,0,0,3.1867321867321867,19.88885817627021,GSK3B;COX7A2L;NDUFA7;NDUFB4;NDUFS4;MAPK1;CALM1;COX6C;CALM2;COX7C
9,KEGG_2019_Mouse,mRNA surveillance pathway,7/96,0.0023688422705768,0.0470196498925818,0,0,4.118354068138688,24.89690797819397,CPSF6;CPSF3;PAPOLA;ACIN1;PPP2R5C;PABPC1;GSPT1
10,KEGG_2019_Mouse,Cell cycle,8/123,0.0024396988151811,0.0470196498925818,0,0,3.647498831229546,21.94291776260158,GSK3B;CREBBP;CDK7;CDC45;RAD21;MCM4;E2F3;RBX1
11,KEGG_2019_Mouse,Oxidative phosphorylation,8/134,0.0041275803487343,0.0729205861609733,0,0,3.327188940092166,18.266479940637616,ATP6V1A;COX7A2L;NDUFA7;NDUFB4;COX17;NDUFS4;COX6C;COX7C
12,KEGG_2019_Mouse,One carbon pool by folate,3/19,0.0052595646281629,0.0857713616285029,0,0,9.75,51.16514350320168,DHFR;MTHFD1;GART
13,KEGG_2019_Mouse,Non-alcoholic fatty liver disease (NAFLD),8/151,0.0083494284638533,0.1247924514108238,0,0,2.9290924129633806,14.01735390221432,GSK3B;COX7A2L;NDUFA7;NDUFB4;NDUFS4;COX6C;EIF2S1;COX7C
14,KEGG_2019_Mouse,Basal transcription factors,4/43,0.0088296545809545,0.1247924514108238,0,0,5.341243862520458,25.26215733138388,CDK7;GTF2H2;MNAT1;GTF2H5
15,KEGG_2019_Mouse,Renal cell carcinoma,5/68,0.0094519751815446,0.1252386711554665,0,0,4.139047619047619,19.294301044089927,CREBBP;MAPK1;ELOB;PAK2;RBX1
16,KEGG_2019_Mouse,Prostate cancer,6/97,0.0105012415922511,0.1309566598563087,0,0,3.442851266380678,15.686531645873412,GSK3B;CREBBP;HSP90AA1;HSP90AB1;MAPK1;E2F3
17,KEGG_2019_Mouse,RNA polymerase,3/28,0.0156809650201114,0.1846869213479791,0,0,6.237135278514589,25.91721638162741,TWISTNB;POLR1C;POLR3G
18,KEGG_2019_Mouse,Parkinson disease,7/144,0.0203006014720722,0.2265119743199644,0,0,2.6688518815678752,10.400795382621537,COX7A2L;NDUFA7;NDUFB4;NDUFS4;VDAC2;COX6C;COX7C
19,KEGG_2019_Mouse,Citrate cycle (TCA cycle),3/32,0.0224597461940938,0.2380733096573953,0,0,5.375743162901308,20.40648570585789,SUCLA2;PDHB;ACO2
20,KEGG_2019_Mouse,DNA replication,3/35,0.0284327703579718,0.2870355864709535,0,0,4.871021220159151,17.341872648411186,RNASEH2B;RFC4;MCM4
21,KEGG_2019_Mouse,Thermogenesis,9/231,0.0330096803399447,0.3180932832758313,0,0,2.11969111969112,7.230169787169466,COX7A2L;NDUFA7;SMARCB1;NDUFB4;COX17;NDUFS4;NDUFAF2;COX6C;COX7C
22,KEGG_2019_Mouse,Long-term potentiation,4/67,0.0385792363430748,0.3555999175970378,0,0,3.302431610942249,10.749550510661424,CREBBP;MAPK1;CALM1;CALM2
23,KEGG_2019_Mouse,Melanogenesis,5/100,0.0420267129625154,0.3615817540128951,0,0,2.7403508771929825,8.685404649149678,GSK3B;CREBBP;MAPK1;CALM1;CALM2
24,KEGG_2019_Mouse,Bladder cancer,3/41,0.0426393577845395,0.3615817540128951,0,0,4.100656149657964,12.937478135809522,DAPK1;MAPK1;E2F3
25,KEGG_2019_Mouse,Purine metabolism,6/136,0.045604858031302,0.371854996255232,0,0,2.405183052241876,7.426582400749305,ADK;GMPR;NME4;AK6;GART;ADSS
26,KEGG_2019_Mouse,HIF-1 signaling pathway,5/104,0.0483452397552311,0.3795996603003331,0,0,2.629090909090909,7.964535177910969,CREBBP;MAPK1;ELOB;PDHB;RBX1
27,KEGG_2019_Mouse,Pathways in cancer,16/535,0.0505538680935588,0.3827650012798025,0,0,1.6177348662897797,4.828478841984786,GSK3B;RALA;CREBBP;HSP90AA1;HSP90AB1;DAPK1;MGST3;F2R;RUNX1;RBX1;CKS2;MAPK1;E2F3;ELOB;CALM1;CALM2
28,KEGG_2019_Mouse,Glioma,4/75,0.0544869297341181,0.3877897138135106,0,0,2.9291279592448305,8.523160213148438,MAPK1;E2F3;CALM1;CALM2
29,KEGG_2019_Mouse,Fluid shear stress and atherosclerosis,6/143,0.055661617830691,0.3877897138135106,0,0,2.281470783402943,6.589947267541131,HSP90AA1;HSP90AB1;MGST3;CALM1;CALM2;TXN2
30,KEGG_2019_Mouse,Proteasome,3/46,0.0567050996614095,0.3877897138135106,0,0,3.62291036950219,10.39735833847467,PSMA6;PSMC6;PSMA2
31,KEGG_2019_Mouse,Terpenoid backbone biosynthesis,2/23,0.070095635189832,0.4528445536187216,0,0,4.938019652305367,13.124736520915224,GGPS1;ACAT2
32,KEGG_2019_Mouse,Oocyte meiosis,5/116,0.0704899541010274,0.4528445536187216,0,0,2.3434234234234235,6.215426968800431,MAPK1;PPP2R5C;CALM1;CALM2;RBX1
33,KEGG_2019_Mouse,Phototransduction,2/27,0.0926077622595162,0.5704807203549785,0,0,4.147089947089947,9.867512479427496,CALM1;CALM2
34,KEGG_2019_Mouse,IL-17 signaling pathway,4/91,0.0952530338345387,0.5704807203549785,0,0,2.388481291269259,5.615841194007632,GSK3B;HSP90AA1;HSP90AB1;MAPK1
35,KEGG_2019_Mouse,NOD-like receptor signaling pathway,7/205,0.096952040892835,0.5704807203549785,0,0,1.8408481598830124,4.295690691653413,HSP90AA1;HSP90AB1;VDAC2;MAPK1;SUGT1;CTSB;TXN2
36,KEGG_2019_Mouse,Lysine degradation,3/59,0.1018350618584075,0.5704807203549785,0,0,2.780030314513073,6.35070351654033,SETD3;NSD1;ACAT2
37,KEGG_2019_Mouse,Autophagy,5/130,0.1022559781768358,0.5704807203549785,0,0,2.079466666666667,4.741757973331279,ATG3;DAPK1;MAPK1;EIF2S1;CTSB
38,KEGG_2019_Mouse,Hepatocellular carcinoma,6/171,0.1082078323386643,0.5803764132984924,0,0,1.891589693728731,4.206330891511325,GSK3B;SMARCB1;MGST3;MAPK1;E2F3;ARID2
39,KEGG_2019_Mouse,Estrogen signaling pathway,5/134,0.1124494333556394,0.5803764132984924,0,0,2.0145736434108525,4.4023503574952185,HSP90AA1;HSP90AB1;MAPK1;CALM1;CALM2
40,KEGG_2019_Mouse,Glyoxylate and dicarboxylate metabolism,2/31,0.1168717811698905,0.5803764132984924,0,0,3.57434774676154,7.672973073779882,ACO2;ACAT2
41,KEGG_2019_Mouse,Propanoate metabolism,2/31,0.1168717811698905,0.5803764132984924,0,0,3.57434774676154,7.672973073779882,SUCLA2;ACAT2
42,KEGG_2019_Mouse,Kaposi sarcoma-associated herpesvirus infection,7/216,0.1186521085078158,0.5803764132984924,0,0,1.7429736906243185,3.715252172838216,ATG3;GSK3B;CREBBP;MAPK1;E2F3;CALM1;CALM2
43,KEGG_2019_Mouse,Ubiquitin mediated proteolysis,5/138,0.123112053647764,0.5803764132984924,0,0,1.953583959899749,4.092094828098015,PPIL2;UBR5;UBE2E1;ELOB;RBX1
