,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,Ribosome,11/170,9.091500419116896e-08,1.718293579213093e-05,0,0,9.45780922431866,153.34268405018437,RPS17;RPS16;RPS15A;RPS19;RPL18A;RPL27A;RPL13A;RPLP2;RPL28;RPS13;MRPS18C
1,KEGG_2019_Mouse,Non-alcoholic fatty liver disease (NAFLD),6/151,0.0011636155837333,0.0909767324982157,0,0,5.47095579726915,36.96299869564875,TGFB1;NDUFA3;NDUFC2;BAX;UQCRC2;COX6B2
2,KEGG_2019_Mouse,Pentose phosphate pathway,3/32,0.0019201623461608,0.0909767324982157,0,0,13.48638838475499,84.36201944980475,GPI1;TALDO1;ALDOA
3,KEGG_2019_Mouse,Neurotrophin signaling pathway,5/121,0.0025326532027508,0.0909767324982157,0,0,5.669252873563218,33.893559304129745,GAB1;BAX;CALM3;HRAS;NFKBIB
4,KEGG_2019_Mouse,Glioma,4/75,0.0027525041442263,0.0909767324982157,0,0,7.377669993470758,43.4931661186052,BAX;CALM3;HRAS;IGF1R
5,KEGG_2019_Mouse,Chronic myeloid leukemia,4/76,0.0028881502380385,0.0909767324982157,0,0,7.274834437086093,42.53696843078608,TGFB1;CTBP2;BAX;HRAS
6,KEGG_2019_Mouse,Huntington disease,6/192,0.0038823016799242,0.1048221453579555,0,0,4.256116042433427,23.627092262220792,NDUFA3;BAX;NDUFC2;UQCRC2;COX6B2;POLR2I
7,KEGG_2019_Mouse,Gastric cancer,5/150,0.0063069314201564,0.1360832143544831,0,0,4.528735632183908,22.943054871691487,TGFB1;CCNE1;GAB1;BAX;HRAS
8,KEGG_2019_Mouse,Malaria,3/49,0.0064801530644991,0.1360832143544831,0,0,8.4949942791762,42.80637087353994,TGFB1;HBB-BT;HBB-BS
9,KEGG_2019_Mouse,Glucagon signaling pathway,4/102,0.0081969016668737,0.1361360964667913,0,0,5.337748344370861,25.64253793074891,LDHA;PPP4C;PRMT1;CALM3
10,KEGG_2019_Mouse,Viral carcinogenesis,6/229,0.0089793592936879,0.1361360964667913,0,0,3.543263008998706,16.698784681722945,CCNE1;BAX;UBE3A;CHD4;ACTN4;HRAS
11,KEGG_2019_Mouse,Hepatocellular carcinoma,5/171,0.0107691702798027,0.1361360964667913,0,0,3.951606425702811,17.9049967551906,TGFB1;GAB1;BAX;HRAS;IGF1R
12,KEGG_2019_Mouse,C-type lectin receptor signaling pathway,4/112,0.0112918227660994,0.1361360964667913,0,0,4.841059602649007,21.70574500238973,PYCARD;RRAS2;CALM3;HRAS
13,KEGG_2019_Mouse,Alzheimer disease,5/175,0.0118135973136581,0.1361360964667913,0,0,3.857843137254902,17.123052567198094,NDUFA3;NDUFC2;CALM3;UQCRC2;COX6B2
14,KEGG_2019_Mouse,Cytosolic DNA-sensing pathway,3/61,0.0118341690506474,0.1361360964667913,0,0,6.733325771324864,29.874179063557197,PYCARD;POLR3E;NFKBIB
