,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,Adherens junction,6/72,5.7731305182084e-05,0.0109689479845959,0,0,9.91813159216474,96.79809780868962,TCF7L1;YES1;PTPN6;WASL;ACTN4;NECTIN2
1,KEGG_2019_Mouse,Focal adhesion,7/199,0.0027322419897301,0.1701822769859922,0,0,3.9741608796296295,23.45801222212004,VASP;CCND2;PXN;SPP1;ACTN4;FLNC;ARHGAP35
2,KEGG_2019_Mouse,Oocyte meiosis,5/116,0.0047078890351076,0.1701822769859922,0,0,4.876249876249876,26.129461320521443,CUL1;ITPR1;CALM3;YWHAH;MAD2L1
3,KEGG_2019_Mouse,Bacterial invasion of epithelial cells,4/74,0.0051172778790374,0.1701822769859922,0,0,6.164871194379392,32.52051329317256,SEPT11;ARPC1B;PXN;WASL
4,KEGG_2019_Mouse,Cell cycle,5/123,0.0060204027398903,0.1701822769859922,0,0,4.585351089588378,23.443071123491087,CCND2;CUL1;CDC7;YWHAH;MAD2L1
5,KEGG_2019_Mouse,Alzheimer disease,6/175,0.0061385775721666,0.1701822769859922,0,0,3.8531498251005263,19.624717153547007,ITPR1;CALM3;COX6B2;BID;GAPDH;SNCA
6,KEGG_2019_Mouse,Platelet activation,5/125,0.0064383153192868,0.1701822769859922,0,0,4.508470695970696,22.747436460626396,VASP;ITPR1;ORAI1;PLA2G4A;ARHGAP35
7,KEGG_2019_Mouse,Hedgehog signaling pathway,3/44,0.0080404838453612,0.1701822769859922,0,0,7.862672322375397,37.92376022185118,CCND2;SMO;CUL1
8,KEGG_2019_Mouse,Spliceosome,5/132,0.008061265751968,0.1701822769859922,0,0,4.258458077355715,20.52868367187227,TRA2A;SNRPG;MAGOHB;LSM3;SRSF9
9,KEGG_2019_Mouse,Fc gamma R-mediated phagocytosis,4/87,0.0090163459546602,0.171310573138545,0,0,5.19586542892883,24.465855363804923,VASP;ARPC1B;PLA2G4A;WASL
10,KEGG_2019_Mouse,One carbon pool by folate,2/19,0.0133938845650634,0.2313489152147314,0,0,12.588871224165342,54.295260922202175,MTHFD2;MTHFD2L
