,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,Pathways in cancer,59/535,1.220482398428948e-09,3.270892827789581e-07,0,0,2.6022408963585435,53.40844328518779,GSK3B;CDKN1A;SPI1;HSP90AB1;ITGA2B;GLI3;CCND3;GNGT2;PIM1;AKT1;SKP1A;APPL1;HSP90AA1;APAF1;DAPK1;IFNGR2;F2R;AXIN1;PRKCA;RUNX1;EML4;BCR;CKS2;HDAC2;ROCK1;ROCK2;MGST3;LAMA4;LRP5;HIF1A;HSP90B1;RASGRP3;GNG2;TPR;CTNNA1;E2F3;HES1;STAT5B;EGLN3;SMAD4;BAD;TXNRD1;STAT3;FN1;VEGFB;LAMB1;IGF1;GADD45G;BMP4;APC;CDK4;TRP53;GNAQ;CDK2;MDM2;GRB2;CALM1;CALM2;FGF10
1,KEGG_2019_Mouse,p53 signaling pathway,16/71,1.4850069141223138e-07,1.9899092649239003e-05,0,0,5.956426332288402,93.65096266717254,CDKN1A;RRM2;APAF1;SIVA1;IGF1;PPM1D;GADD45G;CCND3;CCNB1;CDK4;SESN1;TRP53;CDK2;CCNG1;CDK1;MDM2
2,KEGG_2019_Mouse,Cell cycle,21/123,2.895174848918227e-07,2.586356198366949e-05,0,0,4.227837613918807,63.650307282017614,YWHAE;GSK3B;SMAD4;CDKN1A;HDAC2;CDC6;SMC3;YWHAZ;GADD45G;CCND3;CCNB1;YWHAQ;CDK4;RAD21;TRP53;CDC27;CDK2;MDM2;CDK1;E2F3;SKP1A
3,KEGG_2019_Mouse,Regulation of actin cytoskeleton,28/217,1.3753953034225951e-06,9.21514853293139e-05,0,0,3.051431344007763,41.18446511300441,ROCK1;ROCK2;ITGB3;ITGA2B;IQGAP2;MYL12A;MYL12B;CFL2;CFL1;PIP4K2A;PAK2;ACTN1;F2R;FN1;ARPC5;ENAH;DIAPH1;PIKFYVE;MYL7;ABI2;ARPC2;APC;MYH9;ITGA5;PFN1;EZR;VCL;FGF10
4,KEGG_2019_Mouse,Focal adhesion,26/199,2.567375075397815e-06,0.0001376113040413229,0,0,3.0914025211883085,39.79447017856856,GSK3B;ROCK1;ROCK2;ITGB3;LAMA4;ITGA2B;MYL12A;MYL12B;RAP1B;CCND3;CAPN2;AKT1;FLNB;PAK2;BAD;ACTN1;FN1;VEGFB;PRKCA;LAMB1;IGF1;DIAPH1;MYL7;GRB2;ITGA5;VCL
5,KEGG_2019_Mouse,Protein processing in endoplasmic reticulum,22/163,8.796340223552217e-06,0.000392903196651999,0,0,3.200950754603775,37.26282728188789,EDEM3;XBP1;TRAM1;HSP90AA1;HSP90AB1;UBE2D1;UBE2G1;PDIA6;HSP90B1;SEC61A2;DNAJC3;LMAN1;BAG2;LMAN2;CANX;CAPN2;STUB1;P4HB;SKP1A;UGGT1;SEC24C;TXNDC5
6,KEGG_2019_Mouse,Chronic myeloid leukemia,14/76,1.104832709078286e-05,0.0004229930943328296,0,0,4.61179327089837,52.63546439675049,STAT5B;CDKN1A;HDAC2;SMAD4;BAD;RUNX1;GADD45G;BCR;CDK4;TRP53;MDM2;AKT1;E2F3;GRB2
7,KEGG_2019_Mouse,Spliceosome,19/132,1.4071080157340316e-05,0.0004713811852709006,0,0,3.4433580483138004,38.46709194694217,TCERG1;DDX5;RBM25;DDX46;EIF4A3;DDX42;PRPF8;HNRNPK;DDX39B;SRSF2;SRSF3;DHX16;SNRPD3;SNRPF;SRSF5;TXNL4A;HNRNPA1;SRSF7;RBM22
8,KEGG_2019_Mouse,PI3K-Akt signaling pathway,36/357,1.591973279145104e-05,0.0004740542653454309,0,0,2.3140104574087035,25.565074522145306,YWHAE;GSK3B;CDKN1A;HSP90AB1;ITGB3;LAMA4;ITGA2B;PPP2R2A;BRCA1;HSP90B1;CCND3;GNGT2;GNG2;YWHAQ;MYB;AKT1;MAGI1;HSP90AA1;SYK;ANGPT1;BAD;F2R;FN1;VEGFB;PRKCA;LAMB1;IGF1;YWHAZ;CDK4;TRP53;CDK2;MDM2;GRB2;SGK3;ITGA5;FGF10
9,KEGG_2019_Mouse,Rap1 signaling pathway,25/209,1.891573311895954e-05,0.0005069416475881156,0,0,2.790131049817855,30.34411638672068,ITGB3;ITGA2B;FYB;RASGRP3;RAP1B;SIPA1L1;AKT1;MAGI1;ANGPT1;F2R;VEGFB;ARAP3;PRKCA;IGF1;MAPK14;AFDN;GNAQ;PRKD1;PFN1;CALM1;RAPGEF5;CALM2;SKAP1;SIPA1;FGF10
10,KEGG_2019_Mouse,Leukocyte transendothelial migration,17/115,2.7678771323511387e-05,0.0006743555195182774,0,0,3.547608039979746,37.23159585042468,ROCK1;ROCK2;ACTN1;NCF4;PRKCA;F11R;MAPK14;MYL12A;MYL12B;RAP1B;AFDN;MYL7;PECAM1;CTNNA1;EZR;VCL;SIPA1
11,KEGG_2019_Mouse,Proteoglycans in cancer,24/203,3.3436262059897894e-05,0.0007467431860043863,0,0,2.7510808841389363,28.352280731319663,CD63;CDKN1A;DDX5;ROCK1;ROCK2;ITGB3;STAT3;FN1;PRKCA;ANK3;IGF1;MAPK14;HIF1A;TFAP4;CTSL;TRP53;MDM2;AKT1;SDC1;TIMP3;GRB2;FLNB;ITGA5;EZR
12,KEGG_2019_Mouse,Prostate cancer,15/97,4.7432740582287474e-05,0.0009722515688094302,0,0,3.73611803932894,37.19753034613915,GSK3B;CDKN1A;HSP90AA1;HSP90AB1;BAD;IGF1;HSP90B1;ZEB1;TRP53;CDK2;MDM2;AKT1;GRB2;E2F3;ERG
