,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,Glutathione metabolism,3/64,0.0048952767762341,0.3495351816048483,0,0,9.378310214375787,49.88777546477363,GCLC;GPX1;GSTA4
1,KEGG_2019_Mouse,Ubiquitin mediated proteolysis,4/138,0.0064728737334231,0.3495351816048483,0,0,5.726416461382408,28.86191264010084,NEDD4;XIAP;SIAH1B;CUL4B
2,KEGG_2019_Mouse,Pentose phosphate pathway,2/32,0.012668114947714,0.456052138117704,0,0,12.611428571428572,55.09513278741109,PRPS2;PRPS1
3,KEGG_2019_Mouse,Neurotrophin signaling pathway,3/121,0.0272051690801703,0.4941074868599394,0,0,4.834175358539765,17.424051658220524,BEX3;RPS6KA6;MAGED1
4,KEGG_2019_Mouse,Purine metabolism,3/136,0.036594532716972,0.4941074868599394,0,0,4.285714285714286,14.17652755307452,PRPS2;PRPS1;HPRT
5,KEGG_2019_Mouse,Lysine degradation,2/59,0.0398190547274451,0.4941074868599394,0,0,6.628571428571429,21.366601567703366,SETD2;PLOD2
6,KEGG_2019_Mouse,Fluid shear stress and atherosclerosis,3/143,0.0414753094081133,0.4941074868599394,0,0,4.069986263736264,12.953370202270747,GSTA4;CTNNB1;ACVR2B
7,KEGG_2019_Mouse,Glycolysis / Gluconeogenesis,2/67,0.0500670463776342,0.4941074868599394,0,0,5.8104029304029305,17.398625470718155,PDHA1;PGK1
8,KEGG_2019_Mouse,RIG-I-like receptor signaling pathway,2/68,0.051408525298376,0.4941074868599394,0,0,5.722077922077922,16.9828483697141,DDX3X;AZI2
9,KEGG_2019_Mouse,Hippo signaling pathway,3/159,0.0537913948226713,0.4941074868599394,0,0,3.649593195266272,10.666453523808062,RASSF1;CTNNB1;AMOT
10,KEGG_2019_Mouse,Wnt signaling pathway,3/160,0.0546135286415096,0.4941074868599394,0,0,3.6261636452719257,10.542975247787291,RYK;CTNNB1;SIAH1B
11,KEGG_2019_Mouse,Tight junction,3/167,0.0605364417681455,0.4941074868599394,0,0,3.47015712945591,9.732089510552614,NEDD4;MSN;AMOT
12,KEGG_2019_Mouse,RNA transport,3/167,0.0605364417681455,0.4941074868599394,0,0,3.47015712945591,9.732089510552614,FMR1;UPF3B;EIF2S3Y
13,KEGG_2019_Mouse,Hepatocellular carcinoma,3/171,0.064050970518881,0.4941074868599394,0,0,3.386847527472528,9.307314738612144,SMARCC1;GSTA4;CTNNB1
14,KEGG_2019_Mouse,Progesterone-mediated oocyte maturation,2/90,0.0838782567932498,0.5567110662556197,0,0,4.286796536796537,10.62434876179719,RPS6KA6;CDC25A
15,KEGG_2019_Mouse,Other glycan degradation,1/18,0.0920803129872449,0.5567110662556197,0,0,11.029966703662597,26.30750867900853,GLB1
16,KEGG_2019_Mouse,Proteoglycans in cancer,3/203,0.0953645779394497,0.5567110662556197,0,0,2.8403365384615387,6.674927400083729,GPC3;MSN;CTNNB1
17,KEGG_2019_Mouse,Glycosaminoglycan degradation,1/21,0.1065882865370486,0.5567110662556197,0,0,9.374056603773584,20.986465963830224,GLB1
18,KEGG_2019_Mouse,HIF-1 signaling pathway,2/104,0.1070073090992739,0.5567110662556197,0,0,3.6957983193277313,8.25958494856088,PDHA1;PGK1
19,KEGG_2019_Mouse,Other types of O-glycan biosynthesis,1/22,0.111373055412618,0.5567110662556197,0,0,8.92722371967655,19.594094214759316,OGT
20,KEGG_2019_Mouse,Insulin resistance,2/110,0.1173890270162924,0.5567110662556197,0,0,3.4894179894179893,7.4752470116047744,RPS6KA6;OGT
