,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2019_Mouse,MicroRNAs in cancer,6/281,0.00017593938043785438,0.0256871495439267,0,0,8.095780445969126,69.99102590757667,TRIM71;MAP2K1;DNMT1;TPM1;ATM;KIF23
1,KEGG_2019_Mouse,Tight junction,4/167,0.00149286385424,0.0498025356627399,0,0,8.824539877300614,57.42180122328531,ITGB1;PARD3;CGNL1;JAM3
2,KEGG_2019_Mouse,ECM-receptor interaction,3/83,0.001894935264973,0.0498025356627399,0,0,13.299776785714286,83.37058977202825,ITGB1;COL4A2;DAG1
3,KEGG_2019_Mouse,Axon guidance,4/180,0.0019636627637951,0.0498025356627399,0,0,8.167355371900827,50.9066669677003,ITGB1;NRP1;PARD3;GNAI2
4,KEGG_2019_Mouse,Gap junction,3/86,0.002097481224211,0.0498025356627399,0,0,12.817125645438898,79.04344547589636,MAP2K1;TUBB3;GNAI2
5,KEGG_2019_Mouse,Hypertrophic cardiomyopathy (HCM),3/86,0.002097481224211,0.0498025356627399,0,0,12.817125645438898,79.04344547589636,ITGB1;TPM1;DAG1
6,KEGG_2019_Mouse,Dilated cardiomyopathy (DCM),3/90,0.0023877928057478,0.0498025356627399,0,0,12.225369458128078,73.8092726017099,ITGB1;TPM1;DAG1
7,KEGG_2019_Mouse,Rap1 signaling pathway,4/209,0.0033662653877041,0.0614343433256015,0,0,7.001685144124169,39.8672545273942,ITGB1;MAP2K1;PARD3;GNAI2
8,KEGG_2019_Mouse,Human papillomavirus infection,5/360,0.0041518900173683,0.0673528825039747,0,0,5.10850286906625,28.016008638267632,ITGB1;MAP2K1;COL4A2;PARD3;ATM
9,KEGG_2019_Mouse,Leukocyte transendothelial migration,3/115,0.004764018613487,0.069554671756911,0,0,9.48453443877551,50.71061618852951,ITGB1;JAM3;GNAI2
10,KEGG_2019_Mouse,Human immunodeficiency virus 1 infection,4/238,0.0053334703987744,0.0707896980200973,0,0,6.124941724941725,32.05643302179967,MAP2K1;CUL5;ATM;GNAI2
11,KEGG_2019_Mouse,Relaxin signaling pathway,3/131,0.006833959767222,0.0831465105012021,0,0,8.292271205357142,41.34402878478638,MAP2K1;COL4A2;GNAI2
12,KEGG_2019_Mouse,Adrenergic signaling in cardiomyocytes,3/148,0.0095389983761946,0.1071302894557242,0,0,7.313793103448276,34.026448151072294,TPM1;ATP1B3;GNAI2
13,KEGG_2019_Mouse,Endocrine and other factor-regulated calcium reabsorption,2/55,0.0114925151614888,0.1126948451120909,0,0,13.16650115855677,58.80237509291298,ATP1B3;RAB11A
14,KEGG_2019_Mouse,Cushing syndrome,3/159,0.0115782375115161,0.1126948451120909,0,0,6.794299450549451,30.2932539030871,MAP2K1;KMT2A;GNAI2
15,KEGG_2019_Mouse,VEGF signaling pathway,2/58,0.0127206966303195,0.1158989950259303,0,0,12.459273182957393,54.3788087410781,MAP2K1;MAPKAPK3
16,KEGG_2019_Mouse,Long-term depression,2/61,0.0140036121333083,0.1158989950259303,0,0,11.823966696402024,50.46989208780446,MAP2K1;GNAI2
17,KEGG_2019_Mouse,cGMP-PKG signaling pathway,3/172,0.0142889171949777,0.1158989950259303,0,0,6.2675401521555365,26.6262094679198,MAP2K1;ATP1B3;GNAI2
18,KEGG_2019_Mouse,Transcriptional misregulation in cancer,3/183,0.01684117349762,0.1289891809406132,0,0,5.88125,24.01860500502276,KMT2A;ATM;FLI1
19,KEGG_2019_Mouse,Arrhythmogenic right ventricular cardiomyopathy (ARVC),2/72,0.0191594538086279,0.1289891809406132,0,0,9.960401002506266,39.39297772495188,ITGB1;DAG1
20,KEGG_2019_Mouse,Gastric acid secretion,2/74,0.0201705983731153,0.1289891809406132,0,0,9.682748538011696,37.79689224469921,ATP1B3;GNAI2
21,KEGG_2019_Mouse,Chemokine signaling pathway,3/197,0.0204364161049687,0.1289891809406132,0,0,5.452963917525773,21.214411855620323,MAP2K1;PARD3;GNAI2
22,KEGG_2019_Mouse,Focal adhesion,3/199,0.0209819077884736,0.1289891809406132,0,0,5.396774781341108,20.853649080486413,ITGB1;MAP2K1;COL4A2
